Rank,date,primaryTitle,budget,domestic_gross,world_gross
"2,122","Apr 10, 2009",Hannah Montana: The Movie,"$30,000,000","$79,576,189","$169,173,206"
"2,255","Apr 10, 2009",Dragonball Evolution,"$30,000,000","$9,362,785","$56,511,457"
"3,158","Apr 10, 2009",Observe and Report,"$18,000,000","$24,007,324","$27,148,898"
"6,263","Apr 10, 2009",Royal Kill,"$350,000",$0,$0
"5,960","Apr 10, 2013",The Act of Killing,"$1,000,000","$486,919","$1,227,316"
"1,587","Apr 10, 2015",Pourquoi j'ai pas mangé mon père,"$42,000,000",$0,"$15,451,663"
"1,776","Apr 10, 2015",Dragon Nest Warriors' Dawn,"$40,000,000",$0,"$734,423"
"1,800","Apr 10, 2015",Paul Blart: Mall Cop 2,"$38,000,000","$71,091,594","$107,453,907"
"3,568","Apr 10, 2015",Broken Horses,"$15,000,000",$0,"$3,471"
"3,893","Apr 10, 2015",Dark Places,"$11,900,000","$208,588","$5,685,597"
"5,991","Apr 10, 2015",The Sisterhood of Night,"$1,000,000","$6,870","$6,870"
"1,370","Apr 10, 2019",Hellboy,"$50,000,000","$21,903,748","$53,956,480"
"6,214","Apr 11, 1986",The Toxic Avenger,"$475,000",$0,$0
"1,480","Apr 11, 1997",Anaconda,"$45,000,000","$65,598,907","$136,998,907"
"3,449","Apr 11, 1997",Grosse Pointe Blank,"$15,000,000","$28,084,357","$31,070,412"
"6,522","Apr 11, 1997",Pink Flamingos,"$12,000","$413,802","$413,802"
"2,760","Apr 11, 2001",Josie and the Pussycats,"$22,000,000","$14,252,830","$14,307,223"
"3,318","Apr 11, 2001",Joe Dirt,"$16,000,000","$27,087,695","$30,987,695"
"4,529","Apr 11, 2001",Kingdom Come,"$7,000,000","$23,247,539","$23,393,939"
"1,157","Apr 11, 2003",Anger Management,"$56,000,000","$135,560,942","$195,484,552"
"1,507","Apr 11, 2003",Johnny English,"$45,000,000","$28,013,509","$161,735,791"
"4,542","Apr 11, 2003","House of 1,000 Corpses","$7,000,000","$12,634,962","$17,005,466"
"6,076","Apr 11, 2003",The Young Unknowns,"$800,000","$58,163","$58,163"
"6,308","Apr 11, 2003",Better Luck Tomorrow,"$250,000","$3,802,390","$3,809,226"
"2,912","Apr 11, 2008",Street Kings,"$20,000,000","$26,418,667","$65,457,811"
"3,138","Apr 11, 2008",Prom Night,"$18,000,000","$43,869,350","$57,193,655"
"5,105","Apr 11, 2008",The Visitor,"$4,000,000","$9,427,026","$19,174,817"
44,"Apr 11, 2012",Battleship,"$220,000,000.00","$65,233,400.00","$313,477,717.00"
"5,440","Apr 11, 2012",Le fils de l’autre,"$2,700,000","$1,220,807","$5,969,923"
"2,898","Apr 11, 2013",Scary Movie V,"$20,000,000","$32,015,787","$78,613,981"
"6,452","Apr 11, 2013",Absentia,"$70,000",$0,"$8,555"
"2,538","Apr 11, 2014",Draft Day,"$25,000,000","$28,842,237","$29,847,480"
"3,192","Apr 11, 2014",The Railway Man,"$18,000,000","$4,438,438","$23,910,210"
"4,841","Apr 11, 2014",Oculus,"$5,000,000","$27,695,246","$44,115,496"
"5,136","Apr 11, 2014",Joe,"$4,000,000","$373,375","$373,375"
"6,332","Apr 11, 2014",Jesus People,"$250,000",$0,$0
"6,354","Apr 11, 2014",The Quiet Ones,"$200,000","$8,509,867","$18,413,804"
"1,303","Apr 11, 2024",Civil War,"$50,000,000","$68,757,539","$106,547,052"
"6,353","Apr 12, 1979",Mad Max,"$200,000","$8,750,000","$99,750,000"
"2,939","Apr 12, 1985",Ladyhawke,"$20,000,000","$18,400,000","$18,400,000"
"1,479","Apr 12, 2002",Changing Lanes,"$45,000,000","$66,790,248","$66,790,248"
"3,935","Apr 12, 2002",Frailty,"$11,000,000","$13,110,448","$19,947,280"
"4,769","Apr 12, 2002",Bend it Like Beckham,"$5,600,000","$32,543,449","$74,566,042"
"6,283","Apr 12, 2006",Sisters in Law,"$300,000","$33,312","$33,312"
"1,762","Apr 12, 2007",Sunshine,"$40,000,000","$3,688,560","$32,030,610"
"2,439","Apr 12, 2012",The Raven,"$26,000,000","$16,008,272","$30,601,801"
"2,083","Apr 12, 2013",42,"$31,000,000","$95,020,213","$97,470,701"
"5,398","Apr 12, 2013",Open Road,"$3,000,000",$0,"$47,469"
"3,727","Apr 12, 2018",The Happy Prince,"$13,000,000","$464,495","$2,394,619"
"5,207","Apr 12, 2018",Truth or Dare,"$3,500,000","$41,411,015","$95,292,744"
"3,355","Apr 12, 2019",Teen Spirit,"$16,000,000","$441,366","$1,573,603"
"3,591","Apr 12, 2019",Breakthrough,"$14,000,000","$40,713,082","$49,231,674"
"3,617","Apr 12, 2019",After,"$14,000,000","$12,138,565","$57,926,850"
"5,485","Apr 12, 2019",Her Smell,"$2,500,000","$255,599","$306,217"
"6,266","Apr 13, 1957",12 Angry Men,"$340,000",$0,$379
"3,928","Apr 13, 1978",F.I.S.T,"$11,000,000","$20,388,920","$20,388,920"
"5,449","Apr 13, 1984",Friday the 13th Part IV: The Final Chapter,"$2,600,000","$32,980,880","$32,981,717"
"3,706","Apr 13, 1994",Serial Mom,"$13,000,000","$7,881,335","$7,884,087"
"2,482","Apr 13, 2001",Bridget Jones's Diary,"$25,000,000","$71,500,556","$272,595,053"
"2,292","Apr 13, 2007",Goodbye Bafana,"$30,000,000",$0,"$2,717,302"
"2,836","Apr 13, 2007",Disturbia,"$20,000,000","$80,818,974","$118,537,627"
"3,372","Apr 13, 2007",Slow Burn,"$15,500,000","$1,237,615","$1,237,615"
"6,085","Apr 13, 2007",Aqua Teen Hunger Force Colon Movie Film for The…,"$750,000","$5,520,368","$5,520,368"
"3,056","Apr 13, 2010",Three Kingdoms: Resurrection of the Dragon,"$20,000,000",$0,"$22,139,590"
"2,166","Apr 13, 2012",The Three Stooges,"$30,000,000","$44,338,224","$54,052,249"
"2,173","Apr 13, 2012",The Cabin in the Woods,"$30,000,000","$42,073,277","$70,683,134"
"2,962","Apr 13, 2012",Lockout,"$20,000,000","$14,326,865","$33,943,049"
"4,223","Apr 13, 2012",Detention,"$10,000,000",$0,$0
"4,953","Apr 13, 2012",Touchback,"$5,000,000","$204,157","$204,157"
"5,862","Apr 13, 2012",Blue Like Jazz,"$1,200,000","$595,018","$595,018"
"6,039","Apr 13, 2012",L!fe Happens,"$930,000","$30,905","$30,905"
"6,112","Apr 13, 2017",Lady Macbeth,"$650,000","$1,129,408","$6,477,294"
"2,613","Apr 13, 2018",Sgt. Stubby: An American Hero,"$25,000,000","$3,054,285","$3,823,620"
"5,087","Apr 13, 2022",Father Stu,"$4,000,000","$21,096,678","$21,799,053"
"1,593","Apr 13, 2023",Mafia Mamma,"$41,000,000","$3,496,761","$7,777,708"
"1,553","Apr 14, 2000",28 Days,"$43,000,000","$37,035,515","$62,063,972"
"2,304","Apr 14, 2000",Keeping the Faith,"$29,000,000","$37,036,404","$45,336,404"
"4,397","Apr 14, 2000",American Psycho,"$8,000,000","$15,070,285","$34,270,285"
"5,345","Apr 14, 2000",East is East,"$3,000,000","$4,170,647","$30,438,635"
727,"Apr 14, 2006",The Wild,"$80,000,000.00","$37,384,046.00","$99,010,667.00"
"1,616","Apr 14, 2006",Scary Movie 4,"$40,000,000","$90,710,620","$178,710,620"
"6,032","Apr 14, 2006",Hard Candy,"$950,000","$1,024,640","$8,267,066"
"6,199","Apr 14, 2015",Roadside,"$500,000",$0,$0
"3,211","Apr 14, 2016",I Am Wrath,"$18,000,000",$0,"$309,608"
"1,987","Apr 14, 2023",Beau is Afraid,"$35,000,000","$8,176,562","$11,174,650"
"4,508","Apr 15, 1983",Flashdance,"$7,000,000","$90,463,574","$201,463,574"
"4,883","Apr 15, 1983",Lone Wolf McQuade,"$5,000,000","$12,232,628","$12,232,628"
"6,254","Apr 15, 1983",The Evil Dead,"$375,000","$2,400,000","$29,400,000"
"5,623","Apr 15, 1998",24 7: Twenty Four Seven,"$2,000,000","$72,544","$72,544"
"3,111","Apr 15, 2005",The Amityville Horror,"$18,500,000","$65,233,369","$109,175,673"
"5,613","Apr 15, 2005",House of D,"$2,000,000","$388,532","$466,106"
"5,620","Apr 15, 2005",It's All Gone Pete Tong,"$2,000,000","$120,620","$2,226,603"
"5,395","Apr 15, 2008",à l\'intérieur,"$3,000,000",$0,"$895,932"
"1,678","Apr 15, 2011",Scream 4,"$40,000,000","$38,180,928","$95,989,590"
"2,203","Apr 15, 2011",Winnie the Pooh,"$30,000,000","$26,692,846","$50,145,607"
"2,584","Apr 15, 2011",The Conspirator,"$25,000,000","$11,538,204","$15,907,411"
"2,855","Apr 15, 2016",Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202"
"2,996","Apr 15, 2016",Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639"
"4,927","Apr 15, 2016",Green Room,"$5,000,000","$3,220,371","$3,807,503"
"4,644","Apr 15, 2022",Operation Mincemeat,"$6,300,000",$0,"$15,607,881"
"1,998","Apr 16, 1993",Bound by Honor,"$35,000,000","$4,496,583","$4,496,583"
794,"Apr 16, 1999",Life,"$75,000,000.00","$64,062,587.00","$73,521,587.00"
"1,259","Apr 16, 2003",Bulletproof Monk,"$52,000,000","$23,010,607","$26,922,492"
"4,286","Apr 16, 2003",Chasing Papi,"$9,000,000","$6,126,237","$12,657,377"
"4,680","Apr 16, 2003",A Mighty Wind,"$6,000,000","$17,583,468","$18,504,539"
"1,191","Apr 16, 2004",Kill Bill: Volume 2,"$55,000,000","$66,207,920","$153,535,982"
"2,032","Apr 16, 2004",The Punisher,"$33,000,000","$33,664,370","$54,533,774"
"3,001","Apr 16, 2004",Connie and Carla,"$20,000,000","$8,047,525","$9,649,039"
"2,343","Apr 16, 2010",Kick-Ass,"$28,000,000","$48,071,303","$97,531,134"
"2,788","Apr 16, 2010",Death at a Funeral,"$21,000,000","$42,739,347","$48,977,233"
"3,756","Apr 16, 2010",The Perfect Game,"$12,500,000","$1,089,445","$3,931,367"
"4,156","Apr 16, 2010",The Joneses,"$10,000,000","$1,475,746","$3,541,565"
"4,360","Apr 16, 2010",The City of Your Final Destination,"$8,300,000","$493,296","$1,353,296"
"5,225","Apr 16, 2010",El secreto de sus ojos,"$3,500,000","$6,391,436","$40,527,719"
"1,772","Apr 16, 2013",Un monstre à Paris,"$40,000,000",$0,"$27,000,219"
77,"Apr 16, 2014",The Amazing Spider-Man 2,"$200,000,000.00","$203,530,343.00","$709,672,746.00"
"3,769","Apr 16, 2014",Heaven is for Real,"$12,000,000","$91,386,097","$100,913,556"
"2,170","Apr 16, 2015",The Age of Adaline,"$30,000,000","$42,629,776","$68,984,536"
"3,447","Apr 17, 1998",The Object of my Affection,"$15,000,000","$29,145,924","$29,145,924"
"2,293","Apr 17, 2003",Ripley's Game,"$30,000,000",$0,"$1,692,644"
"1,087","Apr 17, 2009",State of Play,"$60,000,000","$37,017,955","$88,832,210"
"1,642","Apr 17, 2009",17 Again,"$40,000,000","$64,167,069","$139,474,906"
"2,966","Apr 17, 2009",Crank 2: High Voltage,"$20,000,000","$13,684,249","$35,472,739"
"5,490","Apr 17, 2009",Sleep Dealer,"$2,500,000","$80,136","$108,907"
"4,315","Apr 17, 2013",Les gamins,"$9,000,000",$0,"$15,660,664"
"6,172","Apr 17, 2013",Deceptive Practice: The Mysteries and Mentors o…,"$500,000","$152,449","$152,449"
"5,793","Apr 17, 2014",Closer to the Moon,"$1,500,000",$0,"$5,396"
"6,020","Apr 17, 2014",Virunga,"$1,000,000",$0,$0
"1,403","Apr 17, 2015",Child 44,"$50,000,000","$1,224,330","$8,004,221"
"5,908","Apr 17, 2015",Unfriended,"$1,000,000","$32,789,645","$64,364,198"
"6,403","Apr 17, 2015",Antarctic Edge: 70º South,"$150,000","$7,193","$7,193"
"4,262","Apr 17, 2019",The Curse of La Llorona,"$9,000,000","$54,733,739","$123,133,739"
"2,357","Apr 17, 2024",Abigail,"$28,000,000","$25,867,515","$42,645,515"
"2,567","Apr 18, 1986",Legend,"$25,000,000","$15,502,112","$23,506,237"
"1,584","Apr 18, 1997",McHale's Navy,"$42,000,000","$4,408,420","$4,408,420"
"5,352","Apr 18, 1997",8 Heads in a Duffel Bag,"$3,000,000","$3,602,884","$4,002,884"
"1,034","Apr 18, 2002",The Scorpion King,"$60,000,000","$90,580,000","$165,890,634"
"2,363","Apr 18, 2003",Winged Migration,"$28,000,000","$11,689,053","$39,134,983"
"2,844","Apr 18, 2003",Holes,"$20,000,000","$67,383,924","$71,232,214"
"3,432","Apr 18, 2003",Malibu’s Most Wanted,"$15,000,000","$34,308,901","$34,499,204"
"5,045","Apr 18, 2003",Lilja 4-ever,"$4,500,000","$181,655","$4,548,505"
"1,198","Apr 18, 2008",The Forbidden Kingdom,"$55,000,000","$52,075,270","$129,059,885"
"2,138","Apr 18, 2008",Forgetting Sarah Marshall,"$30,000,000","$63,172,463","$105,475,310"
"2,235","Apr 18, 2008",88 Minutes,"$30,000,000","$16,930,884","$32,955,399"
"3,870","Apr 18, 2008",Life Before Her Eyes,"$12,000,000","$303,439","$7,203,439"
"4,439","Apr 18, 2008",Pathology,"$8,000,000","$109,045","$3,270,974"
"6,178","Apr 18, 2008",Kiss the Bride,"$500,000","$32,033","$32,033"
506,"Apr 18, 2014",Transcendence,"$100,000,000.00","$23,022,309.00","$103,039,258.00"
"5,090","Apr 18, 2014",A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861"
"5,157","Apr 18, 2014",13 Sins,"$4,000,000","$9,134","$47,552"
"1,201","Apr 18, 2024",Challengers,"$55,000,000","$50,119,408","$93,917,124"
"2,003","Apr 19, 1996",Le hussard sur le toit,"$35,000,000","$1,320,043","$1,320,043"
"2,595","Apr 19, 1996",Mrs. Winterbourne,"$25,000,000","$10,039,566","$10,039,566"
"5,234","Apr 19, 2000",La otra conquista,"$3,500,000","$886,410","$886,410"
"1,352","Apr 19, 2002",Murder by Numbers,"$50,000,000","$31,874,869","$56,643,267"
"4,818","Apr 19, 2002",My Big Fat Greek Wedding,"$5,000,000","$241,438,208","$374,890,034"
"2,487","Apr 19, 2012",The Lucky One,"$25,000,000","$60,457,138","$96,633,833"
"3,885","Apr 19, 2012",Tu Xia Chuan Qi,"$12,000,000",$0,"$1,828,400"
373,"Apr 19, 2013",Oblivion,"$120,000,000.00","$89,107,235.00","$287,916,633.00"
"5,766","Apr 19, 2013",The Lords of Salem,"$1,500,000","$1,165,881","$1,541,131"
"5,841","Apr 19, 2013",Filly Brown,"$1,250,000","$2,850,357","$2,940,411"
"5,857","Apr 19, 2013",Home Run,"$1,200,000","$2,859,955","$2,859,955"
"6,209","Apr 19, 2016",The Sound and the Shadow,"$500,000",$0,$0
"4,646","Apr 19, 2018",Trener,"$6,250,000",$0,"$13,201,162"
"3,974","Apr 2, 1968",2001: A Space Odyssey,"$10,500,000","$59,936,321","$71,796,856"
"4,329","Apr 2, 1976",All the President’s Men,"$8,500,000","$51,048,435","$51,048,857"
"3,746","Apr 2, 1982",Cat People,"$12,500,000","$7,000,000","$21,000,000"
"4,881","Apr 2, 1982",Diner,"$5,000,000","$12,592,907","$12,592,907"
"4,621","Apr 2, 1993",The Adventures of Huck Finn,"$6,500,000","$24,103,594","$24,103,594"
"1,704","Apr 2, 1999",The Out-of-Towners,"$40,000,000","$28,544,120","$28,544,120"
"6,538","Apr 2, 1999",Following,"$6,000","$48,482","$240,495"
"2,273","Apr 2, 2003",The Good Thief,"$30,000,000","$3,517,797","$6,460,758"
426,"Apr 2, 2004",Home on the Range,"$110,000,000.00","$50,026,353.00","$76,482,461.00"
"1,056","Apr 2, 2004",Hellboy,"$60,000,000","$59,623,958","$99,823,958"
"1,159","Apr 2, 2004",Walking Tall,"$56,000,000","$46,213,824","$47,856,383"
"2,202","Apr 2, 2004",The Prince & Me,"$30,000,000","$28,165,882","$30,089,110"
"4,172","Apr 2, 2004",Shaolin Soccer,"$10,000,000","$488,872","$42,776,032"
620,"Apr 2, 2009",Fast & Furious,"$85,000,000.00","$155,064,265.00","$359,347,833.00"
"2,848","Apr 2, 2010",Why Did I Get Married Too?,"$20,000,000","$60,095,852","$60,831,067"
"4,311","Apr 2, 2010",Leaves of Grass,"$9,000,000","$70,066","$85,527"
"4,735","Apr 2, 2010",The Greatest,"$6,000,000","$115,862","$117,796"
"4,743","Apr 2, 2010",Don McKay,"$6,000,000","$13,722","$13,722"
"4,997","Apr 2, 2010",Soul Kitchen,"$4,900,000","$276,901","$23,347,461"
"5,147","Apr 2, 2010",Tau ming chong,"$4,000,000","$129,078","$38,899,792"
"6,519","Apr 2, 2010",Breaking Upwards,"$15,000","$115,592","$115,592"
"4,071","Apr 2, 2021",The Unholy,"$10,000,000","$15,532,137","$30,792,024"
"5,080","Apr 20, 1977",Annie Hall,"$4,000,000","$38,251,425","$38,252,270"
"5,757","Apr 20, 1979",Dawn of the Dead,"$1,500,000","$5,100,000","$55,000,000"
"2,542","Apr 20, 2001",Crocodile Dundee in Los Angeles,"$25,000,000","$25,590,119","$39,393,111"
"3,480","Apr 20, 2001",Freddy Got Fingered,"$15,000,000","$14,249,005","$14,249,005"
"3,975","Apr 20, 2007",In the Land of Women,"$10,500,000","$11,052,958","$14,140,402"
"2,782","Apr 20, 2012",To Rome with Love,"$21,500,000","$16,684,352","$74,290,305"
"3,768","Apr 20, 2012",Think Like a Man,"$12,000,000","$91,547,205","$113,373,764"
"3,845","Apr 20, 2012",For Greater Glory: The True Story of Cristiada,"$12,000,000","$5,669,081","$10,026,255"
"3,865","Apr 20, 2012",Darling Companion,"$12,000,000","$793,352","$1,200,346"
"2,057","Apr 20, 2018",I Feel Pretty,"$32,000,000","$48,795,601","$91,444,095"
"3,647","Apr 20, 2018",Super Troopers 2,"$13,500,000","$30,617,396","$31,966,740"
"5,106","Apr 20, 2018",Traffik,"$4,000,000","$9,186,156","$9,561,231"
"3,898","Apr 21, 1989",Pet Sematary,"$11,500,000","$57,469,179","$57,469,850"
"1,735","Apr 21, 1995",Kiss of Death,"$40,000,000","$14,942,422","$14,942,422"
"1,000","Apr 21, 2000",U-571,"$62,000,000","$77,086,030","$127,630,030"
"3,450","Apr 21, 2000",Love & Basketball,"$15,000,000","$27,441,122","$27,709,625"
"3,624","Apr 21, 2000",Gossip,"$14,000,000","$5,108,820","$12,591,270"
"4,705","Apr 21, 2000",The Virgin Suicides,"$6,000,000","$4,859,475","$10,619,770"
"1,089","Apr 21, 2006",The Sentinel,"$60,000,000","$36,280,697","$78,080,697"
"1,329","Apr 21, 2006",Silent Hill,"$50,000,000","$46,982,632","$94,704,227"
"3,268","Apr 21, 2006",American Dreamz,"$17,000,000","$7,314,027","$16,510,971"
"5,995","Apr 21, 2006",In Her Line of Fire,"$1,000,000",$884,$884
343,"Apr 21, 2011",Fast Five,"$125,000,000.00","$210,031,325.00","$629,975,898.00"
"5,675","Apr 21, 2015",The Marine 4,"$1,950,000",$0,$0
"6,507","Apr 21, 2015",Ten,"$25,000",$0,$0
"6,515","Apr 21, 2015",The Front Man,"$20,000",$0,$0
599,"Apr 21, 2017",The Promise,"$90,000,000.00","$8,224,288.00","$10,551,417.00"
"4,795","Apr 21, 2017",Berlin Syndrome,"$5,500,000","$28,660","$788,191"
"5,430","Apr 21, 2017",Phoenix Forgotten,"$2,800,000","$3,600,146","$3,697,729"
"2,074","Apr 21, 2023",Big George Foreman: The Miraculous Story of the…,"$32,000,000","$5,426,772","$5,703,197"
"5,280","Apr 22, 1962",The Man Who Shot Liberty Valance,"$3,200,000","$8,000,000","$8,000,498"
"5,007","Apr 22, 1988",Lady in White,"$4,700,000","$1,705,139","$1,705,139"
"4,403","Apr 22, 1994",The Inkwell,"$8,000,000","$8,864,699","$8,864,699"
583,"Apr 22, 2005",The Interpreter,"$90,000,000.00","$72,708,161.00","$162,753,837.00"
"2,550","Apr 22, 2005",A Lot Like Love,"$25,000,000","$21,835,784","$41,921,590"
"2,610","Apr 22, 2005",King's Ransom,"$25,000,000","$4,008,527","$4,049,527"
"3,046","Apr 22, 2005",The Game of Their Lives,"$20,000,000","$375,474","$375,474"
"3,373","Apr 22, 2005",Madison,"$15,500,000","$517,262","$517,262"
"1,439","Apr 22, 2009",Earth,"$47,000,000","$32,011,576","$116,773,317"
737,"Apr 22, 2010",Oceans,"$80,000,000.00","$19,422,319.00","$86,787,530.00"
"1,803","Apr 22, 2011",Water for Elephants,"$38,000,000","$58,709,717","$116,809,717"
"2,492","Apr 22, 2011",Madea’s Big Happy Family,"$25,000,000","$53,345,287","$54,160,818"
"4,815","Apr 22, 2011",Dum Maaro Dum,"$5,200,000","$564,489","$11,633,427"
"5,153","Apr 22, 2011",Stake Land,"$4,000,000","$33,245","$679,482"
"5,700","Apr 22, 2011",POM Wonderful Presents: The Greatest Movie Ever…,"$1,800,000","$638,476","$783,733"
6,"Apr 22, 2015",Avengers: Age of Ultron,"$365,000,000.00","$459,005,868.00","$1,395,316,979.00"
23,"Apr 22, 2016",Captain America: Civil War,"$250,000,000.00","$408,084,349.00","$1,151,899,586.00"
"1,999","Apr 22, 2016",A Hologram for the King,"$35,000,000","$4,212,494","$11,846,010"
"2,528","Apr 22, 2016",Mother’s Day,"$25,000,000","$32,492,859","$52,367,022"
"4,643","Apr 22, 2016",Adopte un veuf,"$6,400,000",$0,"$9,394,401"
"5,283","Apr 22, 2016",The Meddler,"$3,200,000","$4,267,219","$5,526,942"
"5,769","Apr 22, 2016",Unsullied,"$1,500,000","$510,957","$510,957"
"1,707","Apr 22, 2021",Wrath of Man,"$40,000,000","$27,466,489","$103,913,405"
"5,035","Apr 23, 1986",Salvador,"$4,500,000","$1,500,000","$1,500,000"
"3,500","Apr 23, 1993",The Dark Half,"$15,000,000","$9,579,068","$9,579,068"
"2,038","Apr 23, 1999",Pushing Tin,"$33,000,000","$8,408,835","$8,408,835"
"2,810","Apr 23, 1999",eXistenZ,"$20,700,000","$2,840,417","$2,840,417"
"3,621","Apr 23, 1999",Lost and Found,"$14,000,000","$6,552,255","$6,552,255"
"4,342","Apr 23, 1999",Election,"$8,500,000","$14,943,582","$17,202,854"
"1,041","Apr 23, 2004",Man on Fire,"$60,000,000","$77,906,816","$130,968,579"
"1,840","Apr 23, 2004",13 Going On 30,"$37,000,000","$57,139,723","$97,658,712"
"4,350","Apr 23, 2004",Silmido,"$8,500,000","$298,347","$30,298,347"
"5,260","Apr 23, 2004",L'incomparable mademoiselle C.,"$3,400,000","$493,905","$493,905"
"6,180","Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
"1,924","Apr 23, 2010",The Back-up Plan,"$35,000,000","$37,490,007","$75,281,179"
"2,546","Apr 23, 2010",The Losers,"$25,000,000","$23,591,432","$29,863,840"
"4,187","Apr 23, 2010",Joheunnom nabbeunnom isanghannom,"$10,000,000","$128,486","$42,226,657"
"1,622","Apr 23, 2014",The Other Woman,"$40,000,000","$83,911,193","$194,270,103"
"2,359","Apr 23, 2014",Brick Mansions,"$28,000,000","$20,396,829","$73,421,224"
4,"Apr 23, 2019",Avengers: Endgame,"$400,000,000.00","$858,373,000.00","$2,748,242,781.00"
"5,715","Apr 23, 2019",Living Dark: The Story of Ted the Caver,"$1,750,000",$0,$0
"4,937","Apr 24, 1992",A Midnight Clear,"$5,000,000","$1,526,697","$1,526,697"
"3,683","Apr 24, 1998",The Big Hit,"$13,000,000","$27,066,941","$27,073,371"
"4,688","Apr 24, 1998",Sliding Doors,"$6,000,000","$11,911,200","$58,809,149"
"5,940","Apr 24, 1998",Two Girls and a Guy,"$1,000,000","$2,057,193","$2,315,026"
"1,097","Apr 24, 2009",The Soloist,"$60,000,000","$31,853,584","$38,522,450"
"2,547","Apr 24, 2009",Fighting,"$25,000,000","$23,091,010","$32,831,707"
"2,629","Apr 24, 2009",Mutant Chronicles,"$25,000,000","$6,820","$6,820"
"2,843","Apr 24, 2009",Obsessed,"$20,000,000","$68,261,644","$73,964,713"
"3,204","Apr 24, 2009",The Informers,"$18,000,000","$315,000","$315,000"
66,"Apr 24, 2013",Iron Man 3,"$200,000,000.00","$408,992,272.00","$1,214,630,956.00"
"2,425","Apr 24, 2013",Pain & Gain,"$26,000,000","$49,875,291","$81,275,291"
"2,452","Apr 24, 2015",The Face of an Angel,"$26,000,000",$0,$0
"2,628","Apr 24, 2015",Yi ge ren de wu lin,"$25,000,000","$129,115","$129,115"
"3,009","Apr 24, 2015",Little Boy,"$20,000,000","$6,485,961","$17,769,299"
"5,681","Apr 24, 2015",Brotherly Love,"$1,900,000","$478,595","$478,595"
"3,041","Apr 24, 2017",Jìyì dàshī,"$20,000,000","$587,470","$43,888,531"
988,"Apr 24, 2020",Extraction,"$65,000,000",$0,$0
"3,201","Apr 25, 1986",8 Million Ways to Die,"$18,000,000","$1,305,114","$1,305,114"
593,"Apr 25, 1997",Volcano,"$90,000,000.00","$47,546,796.00","$120,100,000.00"
"2,340","Apr 25, 2003",Identity,"$28,000,000","$52,131,264","$82,119,036"
"3,052","Apr 25, 2003",People I Know,"$20,000,000","$121,972","$5,694,213"
"3,227","Apr 25, 2003",City of Ghosts,"$17,500,000","$325,491","$325,491"
"3,489","Apr 25, 2003",Confidence,"$15,000,000","$12,212,417","$12,970,401"
"3,548","Apr 25, 2003",Steal,"$15,000,000","$220,944","$240,025"
"5,118","Apr 25, 2003",The Real Cancun,"$4,000,000","$3,816,594","$4,188,034"
"2,141","Apr 25, 2008",Baby Mama,"$30,000,000","$60,494,212","$64,170,447"
"2,608","Apr 25, 2008",Deception,"$25,000,000","$4,598,506","$12,850,033"
"2,718","Apr 25, 2008",Rogue,"$23,000,000","$10,452","$4,673,377"
"3,787","Apr 25, 2008",Harold & Kumar Escape from Guantanamo Bay,"$12,000,000","$38,108,728","$43,353,117"
"4,951","Apr 25, 2008",Standard Operating Procedure,"$5,000,000","$228,830","$332,120"
38,"Apr 25, 2012",The Avengers,"$225,000,000.00","$623,357,910.00","$1,515,100,211.00"
"2,045","Apr 25, 2013",The Big Wedding,"$32,500,000","$21,819,348","$48,425,971"
"5,601","Apr 25, 2014",Locke,"$2,000,000","$1,370,646","$2,088,390"
"6,230","Apr 25, 2014",Blue Ruin,"$420,000","$258,384","$437,002"
9,"Apr 25, 2018",Avengers: Infinity War,"$300,000,000.00","$678,815,482.00","$2,048,359,754.00"
"5,209","Apr 26, 1995",Friday,"$3,500,000","$27,467,564","$27,936,778"
"1,737","Apr 26, 2002","Life, or Something Like It","$40,000,000","$14,448,589","$14,448,589"
"3,203","Apr 26, 2002",The Salton Sea,"$18,000,000","$676,698","$676,698"
"3,613","Apr 26, 2002",Jason X,"$14,000,000","$13,121,555","$16,951,798"
"6,235","Apr 26, 2002",Dogtown and Z-Boys,"$400,000","$1,293,295","$1,600,566"
"3,545","Apr 26, 2013",The Reluctant Fundamentalist,"$15,000,000","$528,731","$528,731"
"4,047","Apr 26, 2013",Mud,"$10,000,000","$21,590,086","$31,556,959"
"4,676","Apr 26, 2024",Unsung Hero,"$6,000,000","$20,335,239","$21,220,422"
"6,143","Apr 27, 1984",Love Letters,"$550,000","$5,269,990","$5,269,990"
"5,314","Apr 27, 1990",Spaced Invaders,"$3,000,000","$15,000,000","$15,000,000"
442,"Apr 27, 2001",Town & Country,"$105,000,000.00","$6,712,451.00","$10,364,769.00"
838,"Apr 27, 2001",Driven,"$72,000,000.00","$32,616,869.00","$54,616,869.00"
"4,900","Apr 27, 2001",The Forsaken,"$5,000,000","$6,755,271","$6,755,271"
898,"Apr 27, 2007",Next,"$70,000,000.00","$18,211,013.00","$73,591,500.00"
"3,965","Apr 27, 2007",Jindabyne,"$10,800,000","$399,879","$2,862,544"
"4,495","Apr 27, 2007",Ta Ra Rum Pum,"$7,400,000","$872,643","$9,443,864"
