Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,title_x,year,name_id,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title_y
"2,482",2001-04-13,Bridget Jones's Diary,"$25,000,000","$71,500,556","$272,595,053",bridget jones's diary,2001,bridget jones's diary2001,tt0243155,movie,bridget jones's diary,Bridget Jones's Diary,0,2001,\N,97,"Comedy,Drama,Romance",6.8,268478,nm0536632,"nm0276144,nm0203577,nm0193485",Sharon Maguire,1960,\N,"director,producer,writer","tt1473832,tt0243155,tt0984200,tt9204146",bridget jones's diary
"2,292",2007-04-13,Goodbye Bafana,"$30,000,000",$0,"$2,717,302",goodbye bafana,2007,goodbye bafana2007,tt0438859,movie,goodbye bafana,Goodbye Bafana,0,2007,\N,118,"Biography,Drama,History",7.1,12303,nm0000806,"nm0000806,nm2186037,nm2188716,nm0490417",Bille August,1948,\N,"director,writer,cinematographer","tt0093713,tt0107151,tt0438859,tt0119683",goodbye bafana
"2,836",2007-04-13,Disturbia,"$20,000,000","$80,818,974","$118,537,627",disturbia,2007,disturbia2007,tt0486822,movie,disturbia,Disturbia,0,2007,\N,105,"Crime,Drama,Mystery",6.8,261201,nm0142286,"nm0484907,nm0255296",D.J. Caruso,1965,\N,"director,producer,writer","tt1464540,tt1059786,tt1293847,tt0107843",disturbia
"5,862",2012-04-13,Blue Like Jazz,"$1,200,000","$595,018","$595,018",blue like jazz,2012,blue like jazz2012,tt1758575,movie,blue like jazz,Blue Like Jazz,0,2012,\N,108,"Comedy,Drama",5.8,3057,nm1741105,"nm4149854,nm1741471,nm1741105",Steve Taylor,1957,\N,"director,producer,writer","tt1758575,tt26238710,tt0100436",blue like jazz
"2,613",2018-04-13,Sgt. Stubby: An American Hero,"$25,000,000","$3,054,285","$3,823,620",sgt stubby an american hero,2018,sgt stubby an american hero2018,tt5314190,movie,sgt stubby an american hero,Sgt. Stubby: An American Hero,0,2018,\N,84,"Adventure,Animation,Family",6.9,2639,nm4175844,"nm4175844,nm0831408",Richard Lanni,\N,\N,"writer,director,producer","tt5314190,tt1774596,tt6921526,tt0094547",sgt stubby an american hero
"5,087",2022-04-13,Father Stu,"$4,000,000","$21,096,678","$21,799,053",father stu,2022,father stu2022,tt14439896,movie,father stu,Father Stu,0,2022,\N,124,"Biography,Drama",6.5,32365,nm6793979,nm6793979,Rosalind Ross,\N,\N,"writer,director,miscellaneous","tt14439896,tt6379306,tt9018926",father stu
"1,593",2023-04-13,Mafia Mamma,"$41,000,000","$3,496,761","$7,777,708",mafia mamma,2023,mafia mamma2023,tt13923456,movie,mafia mamma,Mafia Mamma,0,2023,\N,101,"Action,Comedy,Crime",5.4,11764,nm0362566,"nm1923551,nm2798916,nm4138718",Catherine Hardwicke,1955,\N,"director,production_designer,producer","tt1099212,tt0328538,tt0355702,tt5941692",mafia mamma
"1,553",2000-04-14,28 Days,"$43,000,000","$37,035,515","$62,063,972",28 days,2000,28 days2000,tt0191754,movie,28 days,28 Days,0,2000,\N,103,"Comedy,Drama",6.1,55277,nm0858525,nm0335666,Betty Thomas,1947,\N,"actress,director,producer","tt0159879,tt0191754,tt0455967,tt0098519",28 days
"2,304",2000-04-14,Keeping the Faith,"$29,000,000","$37,036,404","$45,336,404",keeping the faith,2000,keeping the faith2000,tt0171433,movie,keeping the faith,Keeping the Faith,0,2000,\N,128,"Comedy,Drama,Romance",6.4,53539,nm0001570,nm0089742,Edward Norton,1969,\N,"actor,producer,writer","tt0137523,tt0120586,tt0117381,tt2562232",keeping the faith
"4,397",2000-04-14,American Psycho,"$8,000,000","$15,070,285","$34,270,285",american psycho,2000,american psycho2000,tt0144084,movie,american psycho,American Psycho,0,2000,\N,102,"Crime,Drama,Horror",7.6,747007,nm0366004,"nm0254735,nm0366004,nm0877587",Mary Harron,1953,\N,"director,producer,writer","tt0144084,tt0404802,tt1034007,tt0116594",american psycho
727,2006-04-14,The Wild,"$80,000,000.00","$37,384,046.00","$99,010,667.00",the wild,2006,the wild2006,tt0405469,movie,the wild,The Wild,0,2006,\N,82,"Adventure,Animation,Comedy",5.2,28111,nm0931727,"nm0214036,nm0833828,nm0317102,nm0357000,nm1134267,nm1152581,nm2188941,nm1124448,nm0931727,nm0238003",Steve 'Spaz' Williams,1963,\N,"visual_effects,actor,producer","tt0110475,tt0107290,tt0076759,tt0096754",the wild
"1,616",2006-04-14,Scary Movie 4,"$40,000,000","$90,710,620","$178,710,620",scary movie 4,2006,scary movie 42006,tt0362120,movie,scary movie 4,Scary Movie 4,0,2006,\N,83,Comedy,5.1,131291,nm0001878,"nm0563301,nm0000720,nm0698493,nm0915465,nm0005541,nm0424688,nm0064556,nm0294997,nm0783536",David Zucker,1947,\N,"writer,producer,director","tt0080339,tt0095705,tt0362120,tt0088286",scary movie 4
"3,211",2016-04-14,I Am Wrath,"$18,000,000",$0,"$309,608",i am wrath,2016,i am wrath2016,tt3212232,movie,i am wrath,I Am Wrath,0,2016,\N,92,"Action,Thriller",5.4,16342,nm0751080,"nm0806002,nm0310329",Chuck Russell,1958,\N,"director,producer,writer","tt0277296,tt0093629,tt0110475,tt0116213",i am wrath
"1,987",2023-04-14,Beau is Afraid,"$35,000,000","$8,176,562","$11,174,650",beau is afraid,2023,beau is afraid2023,tt13521006,movie,beau is afraid,Beau Is Afraid,0,2023,\N,179,"Comedy,Drama,Horror",6.7,66092,nm4170048,nm4170048,Ari Aster,1986,\N,"producer,director,writer","tt8772262,tt7784604,tt13521006,tt21942866",beau is afraid
"4,508",1983-04-15,Flashdance,"$7,000,000","$90,463,574","$201,463,574",flashdance,1983,flashdance1983,tt0085549,movie,flashdance,Flashdance,0,1983,\N,95,"Drama,Music,Romance",6.2,60708,nm0001490,"nm0373320,nm0000390",Adrian Lyne,1941,\N,"director,writer,producer","tt0099871,tt0085549,tt0107211,tt0093010",flashdance
"4,883",1983-04-15,Lone Wolf McQuade,"$5,000,000","$12,232,628","$12,232,628",lone wolf mcquade,1983,lone wolf mcquade1983,tt0085862,movie,lone wolf mcquade,Lone Wolf McQuade,0,1983,\N,107,"Action,Crime,Drama",6.3,14427,nm0142587,"nm0625160,nm0245576",Steve Carver,1945,2021,"director,cinematographer,producer","tt0085862,tt0082350,tt0069729,tt0260421",lone wolf mcquade
"3,111",2005-04-15,The Amityville Horror,"$18,500,000","$65,233,369","$109,175,673",the amityville horror,2005,the amityville horror2005,tt0384806,movie,the amityville horror,The Amityville Horror,0,2005,\N,90,Horror,5.9,119064,nm1497918,"nm0466925,nm0030663,nm0827839,nm0527567,nm0527582",Andrew Douglas,\N,\N,"director,producer,cinematographer","tt0389361,tt0485061,tt0384806,tt0199184",the amityville horror
"1,678",2011-04-15,Scream 4,"$40,000,000","$38,180,928","$95,989,590",scream 4,2011,scream 42011,tt1262416,movie,scream 4,Scream 4,0,2011,\N,111,"Horror,Mystery",6.2,175524,nm0000127,nm0932078,Wes Craven,1939,2015,"writer,producer,director","tt0087800,tt0117571,tt0111686,tt0105121",scream 4
"2,855",2016-04-15,Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202",barbershop the next cut,2016,barbershop the next cut2016,tt3628584,movie,barbershop the next cut,Barbershop: The Next Cut,0,2016,\N,111,"Comedy,Drama",5.9,16356,nm0002700,"nm1244069,nm2002824,nm0114197",Malcolm D. Lee,1970,\N,"director,writer,producer","tt14022728,tt3564472,tt0168501,tt2083355",barbershop the next cut
794,1999-04-16,Life,"$75,000,000.00","$64,062,587.00","$73,521,587.00",life,1999,life1999,tt0123964,movie,life,Life,0,1999,\N,108,"Comedy,Crime,Drama",6.8,56105,nm0001130,"nm0709070,nm0832043",Ted Demme,1963,2002,"director,producer,actor","tt0221027,tt0115639,tt0342275,tt0110955",life
"1,259",2003-04-16,Bulletproof Monk,"$52,000,000","$23,010,607","$26,922,492",bulletproof monk,2003,bulletproof monk2003,tt0245803,movie,bulletproof monk,Bulletproof Monk,0,2003,\N,104,"Action,Comedy,Fantasy",5.5,52584,nm0402995,"nm0717550,nm0903456",Paul Hunter,\N,\N,"director,producer,writer","tt0245803,tt30428883,tt5616718",bulletproof monk
"4,286",2003-04-16,Chasing Papi,"$9,000,000","$6,126,237","$12,657,377",chasing papi,2003,chasing papi2003,tt0323572,movie,chasing papi,Chasing Papi,0,2003,\N,80,"Comedy,Romance",4.8,4499,nm0579318,"nm0800240,nm0031078,nm0050198,nm0765438",Linda Mendoza,1957,\N,"director,producer,production_manager","tt0805669,tt0063951,tt0285403,tt26931915",chasing papi
"4,680",2003-04-16,A Mighty Wind,"$6,000,000","$17,583,468","$18,504,539",a mighty wind,2003,a mighty wind2003,tt0310281,movie,a mighty wind,A Mighty Wind,0,2003,\N,91,"Comedy,Music",7.2,29832,nm0001302,"nm0001302,nm0506405",Christopher Guest,1948,\N,"actor,writer,director","tt0088258,tt0118111,tt0310281,tt0218839",a mighty wind
"2,032",2004-04-16,The Punisher,"$33,000,000","$33,664,370","$54,533,774",the punisher,2004,the punisher2004,tt0330793,movie,the punisher,The Punisher,0,2004,\N,124,"Action,Crime,Drama",6.4,173056,nm0378144,"nm0378144,nm0289833",Jonathan Hensleigh,1959,\N,"writer,director,producer","tt0120591,tt3758814,tt0330793,tt0120053",the punisher
"3,001",2004-04-16,Connie and Carla,"$20,000,000","$8,047,525","$9,649,039",connie and carla,2004,connie and carla2004,tt0345074,movie,connie and carla,Connie and Carla,0,2004,\N,98,"Comedy,Crime,Music",6.3,8735,nm0501185,nm0889522,Michael Lembeck,1948,\N,"director,actor,producer","tt0074014,tt0079336,tt0108778,tt0808510",connie and carla
"2,343",2010-04-16,Kick-Ass,"$28,000,000","$48,071,303","$97,531,134",kickass,2010,kickass2010,tt1250777,movie,kickass,Kick-Ass,0,2010,\N,117,"Action,Comedy,Crime",7.6,601660,nm0891216,"nm0963359,nm0891216,nm2092839,nm1348210",Matthew Vaughn,1971,\N,"producer,director,writer","tt1250777,tt1270798,tt2802144,tt0375912",kickass
"2,788",2010-04-16,Death at a Funeral,"$21,000,000","$42,739,347","$48,977,233",death at a funeral,2010,death at a funeral2010,tt1321509,movie,death at a funeral,Death at a Funeral,0,2010,\N,92,"Comedy,Drama",5.7,54428,nm0001438,nm1918877,Neil LaBute,1963,\N,"writer,producer,director","tt0119361,tt0119517,tt4277268,tt18224610",death at a funeral
77,2014-04-16,The Amazing Spider-Man 2,"$200,000,000.00","$203,530,343.00","$709,672,746.00",the amazing spiderman 2,2014,the amazing spiderman 22014,tt1872181,movie,the amazing spiderman 2,The Amazing Spider-Man 2,0,2014,\N,142,"Action,Adventure,Sci-Fi",6.6,550360,nm1989536,"nm0476064,nm0649460,nm0684374,nm0888743,nm0498278,nm0228492",Marc Webb,1974,\N,"producer,director,writer","tt1022603,tt4481414,tt4094300,tt0948470",the amazing spiderman 2
"3,769",2014-04-16,Heaven is for Real,"$12,000,000","$91,386,097","$100,913,556",heaven is for real,2014,heaven is for real2014,tt1929263,movie,heaven is for real,Heaven Is for Real,0,2014,\N,99,"Biography,Drama,Family",5.8,28964,nm0908824,"nm0908824,nm0662134,nm4455796,nm3004527",Randall Wallace,1949,\N,"writer,producer,director","tt0277434,tt0213149,tt0112573,tt1028576",heaven is for real
"2,170",2015-04-16,The Age of Adaline,"$30,000,000","$42,629,776","$68,984,536",the age of adaline,2015,the age of adaline2015,tt1655441,movie,the age of adaline,The Age of Adaline,0,2015,\N,112,"Drama,Fantasy,Romance",7.2,211923,nm1767218,"nm0328987,nm3384330",Lee Toland Krieger,1983,\N,"producer,director,writer","tt1655441,tt1183921,tt1405365,tt7335184",the age of adaline
"3,447",1998-04-17,The Object of my Affection,"$15,000,000","$29,145,924","$29,145,924",the object of my affection,1998,the object of my affection1998,tt0120772,movie,the object of my affection,The Object of My Affection,0,1998,\N,111,"Comedy,Drama,Romance",6.0,21801,nm0405336,"nm0565522,nm0913715",Nicholas Hytner,1956,\N,"director,miscellaneous,producer","tt0110428,tt0115988,tt0464049,tt3722070",the object of my affection
"1,087",2009-04-17,State of Play,"$60,000,000","$37,017,955","$88,832,210",state of play,2009,state of play2009,tt0473705,movie,state of play,State of Play,0,2009,\N,127,"Crime,Drama,Mystery",7.1,162463,nm0531817,"nm1996352,nm0006904,nm0712753,nm0008036",Kevin Macdonald,1967,\N,"director,producer,writer","tt0455590,tt1894476,tt4761112,tt0473705",state of play
"1,642",2009-04-17,17 Again,"$40,000,000","$64,167,069","$139,474,906",17 again,2009,17 again2009,tt0974661,movie,17 again,17 Again,0,2009,\N,102,"Comedy,Drama,Fantasy",6.4,220275,nm0824882,nm0276821,Burr Steers,1965,\N,"director,actor,writer","tt0280760,tt0110912,tt1374989,tt0974661",17 again
"4,315",2013-04-17,Les gamins,"$9,000,000",$0,"$15,660,664",les gamins,2013,les gamins2013,tt2354181,movie,les gamins,Les gamins,0,2013,\N,95,Comedy,6.1,3450,nm4996483,"nm0991511,nm4996483,nm4380548,nm2130235",Anthony Marciano,\N,\N,"writer,director,composer","tt2354181,tt7998848,tt4032428,tt21068348",les gamins
"5,793",2014-04-17,Closer to the Moon,"$1,500,000",$0,"$5,396",closer to the moon,2014,closer to the moon2014,tt2017486,movie,closer to the moon,Closer to the Moon,0,2014,\N,112,"Comedy,Crime,Drama",6.7,4368,nm0135952,nm0135952,Nae Caranfil,1960,\N,"director,writer,actor","tt0314067,tt0839967,tt2017486,tt5289520",closer to the moon
"6,020",2014-04-17,Virunga,"$1,000,000",$0,$0,virunga,2014,virunga2014,tt3455224,movie,virunga,Virunga,0,2014,\N,100,"Documentary,War",8.1,12373,nm3915542,nm3915542,Orlando von Einsiedel,\N,\N,"director,producer,writer","tt3455224,tt6073176,tt10915826,tt1772354",virunga
"1,403",2015-04-17,Child 44,"$50,000,000","$1,224,330","$8,004,221",child 44,2015,child 442015,tt1014763,movie,child 44,Child 44,0,2015,\N,137,"Crime,Drama,History",6.4,76696,nm1174251,"nm0697115,nm1602547",Daniel Espinosa,1977,\N,"director,producer,writer","tt5108870,tt1291652,tt5442430,tt1599348",child 44
"4,262",2019-04-17,The Curse of La Llorona,"$9,000,000","$54,733,739","$123,133,739",the curse of la llorona,2019,the curse of la llorona2019,tt4913966,movie,the curse of la llorona,The Curse of La Llorona,0,2019,\N,93,"Horror,Mystery,Thriller",5.3,59476,nm1980431,"nm5657522,nm3037068",Michael Chaves,\N,\N,"director,writer,visual_effects","tt4913966,tt10160976,tt5192436,tt7069210",the curse of la llorona
"1,584",1997-04-18,McHale's Navy,"$42,000,000","$4,408,420","$4,408,420",mchale's navy,1997,mchale's navy1997,tt0119640,movie,mchale's navy,McHale's Navy,0,1997,\N,108,"Action,Comedy",4.5,7191,nm0818465,"nm0185578,nm0741239",Bryan Spicer,1964,\N,"producer,director,assistant_director","tt0113820,tt0120902,tt0243069,tt0285331",mchale's navy
"5,352",1997-04-18,8 Heads in a Duffel Bag,"$3,000,000","$3,602,884","$4,002,884",8 heads in a duffel bag,1997,8 heads in a duffel bag1997,tt0118541,movie,8 heads in a duffel bag,8 Heads in a Duffel Bag,0,1997,\N,95,"Adventure,Comedy,Crime",5.4,11270,nm0776114,nm0776114,Tom Schulman,1950,\N,"writer,producer,director","tt0097165,tt0118541,tt19407666,tt0103241",8 heads in a duffel bag
"1,034",2002-04-18,The Scorpion King,"$60,000,000","$90,580,000","$165,890,634",the scorpion king,2002,the scorpion king2002,tt0277296,movie,the scorpion king,The Scorpion King,0,2002,\N,92,"Action,Adventure,Fantasy",5.5,147179,nm0751080,"nm0814085,nm0355054,nm0651758,nm0371684",Chuck Russell,1958,\N,"director,producer,writer","tt0277296,tt0093629,tt0110475,tt0116213",the scorpion king
"2,844",2003-04-18,Holes,"$20,000,000","$67,383,924","$71,232,214",holes,2003,holes2003,tt0311289,movie,holes,Holes,0,2003,\N,117,"Adventure,Comedy,Drama",7.0,102878,nm0001112,nm1144337,Andrew Davis,1946,\N,"director,cinematographer,writer","tt0106977,tt0311289,tt0105690,tt0406816",holes
"1,198",2008-04-18,The Forbidden Kingdom,"$55,000,000","$52,075,270","$129,059,885",the forbidden kingdom,2008,the forbidden kingdom2008,tt0865556,movie,the forbidden kingdom,The Forbidden Kingdom,0,2008,\N,104,"Action,Adventure,Fantasy",6.5,110490,nm0591450,nm0299301,Rob Minkoff,1962,\N,"producer,director,animation_department","tt0110357,tt0243585,tt0865556,tt0338094",the forbidden kingdom
"2,138",2008-04-18,Forgetting Sarah Marshall,"$30,000,000","$63,172,463","$105,475,310",forgetting sarah marshall,2008,forgetting sarah marshall2008,tt0800039,movie,forgetting sarah marshall,Forgetting Sarah Marshall,0,2008,\N,111,"Comedy,Drama,Romance",7.1,306337,nm0831557,nm0781981,Nicholas Stoller,1976,\N,"writer,producer,director","tt1204342,tt4624424,tt17720272,tt2281587",forgetting sarah marshall
"4,439",2008-04-18,Pathology,"$8,000,000","$109,045","$3,270,974",pathology,2008,pathology2008,tt0964539,movie,pathology,Pathology,0,2008,\N,95,"Crime,Horror,Thriller",5.9,33699,nm0774340,"nm0004410,nm0962729",Marc Schölermann,1971,\N,"director,production_manager,location_management","tt18110702,tt0964539,tt0362765,tt0486574",pathology
506,2014-04-18,Transcendence,"$100,000,000.00","$23,022,309.00","$103,039,258.00",transcendence,2014,transcendence2014,tt2209764,movie,transcendence,Transcendence,0,2014,\N,119,"Action,Drama,Sci-Fi",6.2,240708,nm0002892,nm1438698,Wally Pfister,1961,\N,"cinematographer,camera_department,director","tt1375666,tt0468569,tt0482571,tt1345836",transcendence
"5,090",2014-04-18,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861",a haunted house 2,2014,a haunted house 22014,tt2828996,movie,a haunted house 2,A Haunted House 2,0,2014,\N,86,"Comedy,Fantasy,Horror",4.7,23904,nm1639277,"nm0005541,nm0023315",Michael Tiddes,\N,\N,"director,producer,miscellaneous","tt12631486,tt8976710,tt6048930,tt2243537",a haunted house 2
"5,157",2014-04-18,13 Sins,"$4,000,000","$9,134","$47,552",13 sins,2014,13 sins2014,tt2059171,movie,13 sins,13 Sins,0,2014,\N,93,"Horror,Thriller",6.3,39897,nm0821844,"nm0083547,nm0821844,nm1840848,nm2636866",Daniel Stamm,1976,\N,"director,writer","tt2059171,tt1320244,tt1189349,tt9271672",13 sins
"1,201",2024-04-18,Challengers,"$55,000,000","$50,119,408","$93,917,124",challengers,2024,challengers2024,tt16426418,movie,challengers,Challengers,0,2024,\N,131,"Comedy,Drama,Romance",7.1,112438,nm0345174,nm3936259,Luca Guadagnino,1971,\N,"director,producer,writer","tt5726616,tt1034415,tt10168670,tt16426418",challengers
"2,595",1996-04-19,Mrs. Winterbourne,"$25,000,000","$10,039,566","$10,039,566",mrs winterbourne,1996,mrs winterbourne1996,tt0117104,movie,mrs winterbourne,Mrs. Winterbourne,0,1996,\N,105,"Comedy,Drama,Romance",6.2,8868,nm0000907,"nm0941280,nm0840380,nm0705326",Richard Benjamin,1938,\N,"actor,director,producer","tt0070909,tt0073766,tt0070291,tt0118954",mrs winterbourne
"1,352",2002-04-19,Murder by Numbers,"$50,000,000","$31,874,869","$56,643,267",murder by numbers,2002,murder by numbers2002,tt0264935,movie,murder by numbers,Murder by Numbers,0,2002,\N,115,"Crime,Mystery,Thriller",6.2,63504,nm0775447,nm0311024,Barbet Schroeder,1941,\N,"director,producer,actor","tt0250809,tt0105414,tt0092618,tt0264935",murder by numbers
"4,818",2002-04-19,My Big Fat Greek Wedding,"$5,000,000","$241,438,208","$374,890,034",my big fat greek wedding,2002,my big fat greek wedding2002,tt0259446,movie,my big fat greek wedding,My Big Fat Greek Wedding,0,2002,\N,95,"Comedy,Drama,Romance",6.6,146658,nm0959034,nm0889522,Joel Zwick,1942,\N,"director,producer,actor","tt0259446,tt2084952,tt0377057,tt0098276",my big fat greek wedding
"2,487",2012-04-19,The Lucky One,"$25,000,000","$60,457,138","$96,633,833",the lucky one,2012,the lucky one2012,tt1327194,movie,the lucky one,The Lucky One,0,2012,\N,101,"Drama,Mystery,Romance",6.4,115083,nm0382956,"nm3391497,nm0817023",Scott Hicks,1953,\N,"director,writer,assistant_director","tt0117631,tt0098275,tt0120834,tt1327194",the lucky one
373,2013-04-19,Oblivion,"$120,000,000.00","$89,107,235.00","$287,916,633.00",oblivion,2013,oblivion2013,tt1483013,movie,oblivion,Oblivion,0,2013,\N,124,"Action,Adventure,Sci-Fi",7.0,560927,nm2676052,"nm2244980,nm1578335,nm2676052",Joseph Kosinski,1974,\N,"director,producer,writer","tt1745960,tt3829920,tt1483013,tt1104001",oblivion
