date,primaryTitle_x,budget,domestic_gross,world_gross,year,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,primaryName,birthYear
1992-12-11,A Few Good Men,"$33,000,000","$141,340,178","$236,500,000",1992,A Few Good Men,0,1992,138,"Drama,Thriller",7.7,294389,Rob Reiner,1947
1992-12-11,The Muppet Christmas Carol,"$12,000,000","$27,379,507","$31,724,550",1992,The Muppet Christmas Carol,0,1992,85,"Comedy,Drama,Family",7.8,71612,Brian Henson,1963
1995-12-11,Sense and Sensibility,"$16,500,000","$42,993,774","$134,993,774",1995,Sense and Sensibility,0,1995,136,"Drama,Romance",7.7,128519,Ang Lee,1954
1998-12-11,Star Trek: Insurrection,"$70,000,000.00","$70,187,658.00","$117,800,000.00",1998,Star Trek: Insurrection,0,1998,103,"Action,Adventure,Sci-Fi",6.4,80425,Jonathan Frakes,1952
1998-12-11,Jack Frost,"$50,000,000","$34,645,374","$34,645,374",1998,Jack Frost,0,1998,101,"Comedy,Drama,Family",5.4,41424,Troy Miller,\N
1998-12-11,Shakespeare in Love,"$26,000,000","$100,317,794","$279,500,000",1998,Shakespeare in Love,0,1998,123,"Comedy,Drama,History",7.1,236502,John Madden,1949
1998-12-11,A Simple Plan,"$17,000,000","$16,316,273","$16,316,273",1998,A Simple Plan,0,1998,121,"Crime,Drama,Thriller",7.5,77505,Sam Raimi,1959
1998-12-11,Rushmore,"$10,000,000","$17,105,219","$19,080,435",1998,Rushmore,0,1998,93,"Comedy,Drama,Romance",7.6,200573,Wes Anderson,1969
2007-12-11,High School Musical 2,"$7,000,000",$0,$0,2007,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2009-12-11,The Lovely Bones,"$95,000,000.00","$44,114,232.00","$94,894,448.00",2009,The Lovely Bones,0,2009,135,"Drama,Fantasy,Thriller",6.6,182523,Peter Jackson,1961
2009-12-11,Invictus,"$60,000,000","$37,491,364","$124,514,011",2009,Invictus,0,2009,134,"Biography,Drama,History",7.3,169361,Clint Eastwood,1930
2009-12-11,A Single Man,"$7,000,000","$9,176,000","$28,142,379",2009,A Single Man,0,2009,99,"Crime,Drama,Romance",7.5,119089,Tom Ford,1961
2009-12-11,Rocket Singh: Salesman of the Year,"$1,070,000","$164,649","$5,348,767",2009,Rocket Singh: Salesman of the Year,0,2009,150,"Comedy,Drama",7.5,22450,Shimit Amin,\N
2012-12-11,The Hobbit: An Unexpected Journey,"$200,000,000.00","$303,003,568.00","$1,014,938,545.00",2012,The Hobbit: An Unexpected Journey,0,2012,169,"Adventure,Fantasy",7.8,888199,Peter Jackson,1961
2014-12-11,Timbuktu,"$2,500,000","$1,076,075","$6,815,821",2014,Timbuktu,0,2014,96,"Drama,War",7.1,18476,Abderrahmane Sissako,1961
2015-12-11,The Ridiculous 6,"$60,000,000",$0,$0,2015,The Ridiculous 6,0,2015,119,"Action,Adventure,Comedy",4.9,54696,Frank Coraci,\N
2015-12-11,The Big Short,"$28,000,000","$70,259,870","$132,624,681",2015,The Big Short,0,2015,130,"Biography,Comedy,Drama",7.8,496826,Adam McKay,1968
2015-12-11,"Loulou, l’incroyable secret","$7,793,000",$0,"$12,196",2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-12-11,Close Range,"$3,000,000",$0,$0,2015,Close Range,0,2015,80,"Action,Crime,Thriller",5.1,5759,Isaac Florentine,\N
2015-12-11,"To Be Frank, Sinatra at 100","$2,000,000",$0,$926,2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-12-11,American Hero,"$1,000,000",$0,"$107,590",2015,American Hero,0,2015,86,"Action,Comedy,Drama",5.0,4504,Nick Love,1969
2017-12-11,The Greatest Showman,"$84,000,000.00","$174,340,174.00","$428,796,000.00",2017,The Greatest Showman,0,2017,105,"Biography,Drama,Musical",7.5,320829,Michael Gracey,\N
2020-12-11,Minari,"$2,000,000","$2,964,816","$15,474,659",2020,Minari,0,2020,115,Drama,7.4,100517,Lee Isaac Chung,1978
1966-12-12,A Man for All Seasons,"$3,900,000","$28,350,000","$28,350,000",1966,A Man for All Seasons,0,1966,120,"Biography,Drama,History",7.7,37885,Fred Zinnemann,1907
1980-12-12,Popeye,"$20,000,000","$49,823,037","$49,823,037",1980,Popeye,0,1980,114,"Adventure,Comedy,Family",5.4,35479,Robert Altman,1925
1986-12-12,The Golden Child,"$12,000,000","$79,817,937","$79,817,937",1986,The Golden Child,0,1986,94,"Action,Adventure,Comedy",6.0,60710,Michael Ritchie,1938
1997-12-12,Amistad,"$40,000,000","$51,504,653","$65,542,212",1997,Amistad,0,1997,155,"Biography,Drama,History",7.3,83983,Steven Spielberg,1946
1997-12-12,Scream 2,"$24,000,000","$101,363,301","$172,363,301",1997,Scream 2,0,1997,120,"Horror,Mystery",6.3,215783,Wes Craven,1939
1997-12-12,Deconstructing Harry,"$20,000,000","$10,686,841","$10,686,841",1997,Deconstructing Harry,0,1997,96,Comedy,7.3,48453,Woody Allen,1935
2003-12-12,Something's Gotta Give,"$80,000,000.00","$124,685,242.00","$266,685,242.00",2003,Something's Gotta Give,0,2003,128,"Comedy,Drama,Romance",6.7,131037,Nancy Meyers,1949
2003-12-12,Stuck On You,"$55,000,000","$33,832,741","$63,537,164",2003,Stuck on You,0,2003,118,Comedy,5.8,55514,Bobby Farrelly,1958
2003-12-12,Stuck On You,"$55,000,000","$33,832,741","$63,537,164",2003,Stuck on You,0,2003,118,Comedy,5.8,55514,Peter Farrelly,1956
2003-12-12,The Statement,"$27,000,000","$765,637","$1,545,064",2003,The Statement,0,2003,120,"Drama,Thriller",6.2,5668,Norman Jewison,1926
2003-12-12,Girl with a Pearl Earring,"$12,000,000","$11,634,362","$43,153,588",2003,Girl with a Pearl Earring,0,2003,100,"Biography,Drama,Romance",6.9,83458,Peter Webber,1960
2003-12-12,Touching the Void,"$2,000,000","$4,593,598","$15,396,525",2003,Touching the Void,0,2003,106,"Adventure,Documentary,Drama",8.0,38560,Kevin Macdonald,1967
2008-12-12,The Day the Earth Stood Still,"$80,000,000.00","$79,366,978.00","$237,370,350.00",2008,The Day the Earth Stood Still,0,2008,104,"Adventure,Drama,Sci-Fi",5.5,180613,Scott Derrickson,1966
2008-12-12,"Che, Part 1: The Argentine","$58,000,000","$1,802,521","$31,627,370",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2008-12-12,Delgo,"$40,000,000","$915,840","$915,840",2008,Delgo,0,2008,94,"Adventure,Animation,Comedy",4.3,3224,Marc F. Adler,1972
2008-12-12,Delgo,"$40,000,000","$915,840","$915,840",2008,Delgo,0,2008,94,"Adventure,Animation,Comedy",4.3,3224,Jason Maurer,1971
2008-12-12,Gran Torino,"$25,000,000","$148,095,302","$274,543,085",2008,Gran Torino,0,2008,116,Drama,8.1,825726,Clint Eastwood,1930
2008-12-12,Doubt,"$20,000,000","$33,446,470","$53,191,101",2008,Doubt,0,2008,104,"Drama,Mystery",7.5,137504,John Patrick Shanley,1950
2008-12-12,The Kings of Appletown,"$7,000,000",$0,$0,2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2008-12-12,Los Cronocrímenes,"$2,600,000","$39,127","$564,474",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2012-12-12,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444",2012,Ernest et Célestine,0,2012,80,"Adventure,Animation,Comedy",7.8,22683,Stéphane Aubier,1964
2012-12-12,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444",2012,Ernest et Célestine,0,2012,80,"Adventure,Animation,Comedy",7.8,22683,Vincent Patar,1965
2012-12-12,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444",2012,Ernest et Célestine,0,2012,80,"Adventure,Animation,Comedy",7.8,22683,Benjamin Renner,\N
2013-12-12,The Hobbit: The Desolation of Smaug,"$250,000,000.00","$258,241,522.00","$959,358,436.00",2013,The Hobbit: The Desolation of Smaug,0,2013,161,"Adventure,Fantasy",7.8,718647,Peter Jackson,1961
2013-12-12,American Hustle,"$40,000,000","$150,098,456","$257,858,943",2013,American Hustle,0,2013,138,"Crime,Drama",7.2,504921,David O. Russell,1958
2014-12-12,Inherent Vice,"$20,000,000","$8,110,975","$14,740,343",2014,Inherent Vice,0,2014,148,"Comedy,Crime,Drama",6.6,112315,Paul Thomas Anderson,1970
2014-12-12,Top Five,"$12,000,000","$25,317,379","$26,001,741",2014,Top Five,0,2014,102,"Comedy,Romance",6.4,27924,Chris Rock,1965
2014-12-12,Miss Julie,"$5,500,000",$0,"$863,895",2014,Miss Julie,0,2014,129,"Drama,Romance",5.5,6279,Liv Ullmann,1938
2018-12-12,Spider-Man: Into The Spider-Verse 3D,"$90,000,000.00","$190,173,195.00","$374,561,597.00",2018,Spider-Man: Into the Spider-Verse,0,2018,117,"Action,Adventure,Animation",8.4,697751,Bob Persichetti,\N
2018-12-12,Spider-Man: Into The Spider-Verse 3D,"$90,000,000.00","$190,173,195.00","$374,561,597.00",2018,Spider-Man: Into the Spider-Verse,0,2018,117,"Action,Adventure,Animation",8.4,697751,Peter Ramsey,1962
2018-12-12,Spider-Man: Into The Spider-Verse 3D,"$90,000,000.00","$190,173,195.00","$374,561,597.00",2018,Spider-Man: Into the Spider-Verse,0,2018,117,"Action,Adventure,Animation",8.4,697751,Rodney Rothman,\N
1989-12-13,Glory,"$18,000,000","$26,828,365","$26,828,365",1989,Glory,0,1989,122,"Biography,Drama,History",7.8,146773,Edward Zwick,1952
1989-12-13,Driving Miss Daisy,"$7,500,000","$106,593,296","$106,593,296",1989,Driving Miss Daisy,0,1989,99,"Comedy,Drama",7.3,119136,Bruce Beresford,1940
1996-12-13,Mars Attacks!,"$80,000,000.00","$37,771,017.00","$101,371,017.00",1996,Mars Attacks!,0,1996,106,"Comedy,Sci-Fi",6.4,248254,Tim Burton,1958
1996-12-13,Jerry Maguire,"$50,000,000","$153,952,592","$273,552,592",1996,Jerry Maguire,0,1996,139,"Comedy,Drama,Romance",7.3,292237,Cameron Crowe,1957
2002-12-13,Star Trek: Nemesis,"$60,000,000","$43,254,409","$67,312,826",2002,Star Trek: Nemesis,0,2002,116,"Action,Adventure,Sci-Fi",6.4,84935,Stuart Baird,1947
2002-12-13,Maid in Manhattan,"$55,000,000","$93,932,896","$163,838,217",2002,Maid in Manhattan,0,2002,105,"Comedy,Drama,Romance",5.4,97647,Wayne Wang,1949
2002-12-13,About Schmidt,"$30,000,000","$65,005,217","$107,054,484",2002,About Schmidt,0,2002,125,Drama,7.2,134744,Alexander Payne,1961
2002-12-13,Drumline,"$20,000,000","$56,398,162","$56,398,875",2002,Drumline,0,2002,118,"Comedy,Drama,Music",6.0,36433,Charles Stone III,1966
2002-12-13,The Jimmy Show,"$1,000,000",$703,$703,2002,The Jimmy Show,0,2001,96,"Comedy,Drama",5.3,633,Frank Whaley,1963
2011-12-13,George Balanchine\'s The Nutcracker,"$19,000,000","$2,119,994","$2,119,994",2011,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2013-12-13,Tyler Perry's A Madea Christmas,"$25,000,000","$52,543,354","$52,543,354",2013,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2017-12-13,Star Wars Ep. VIII: The Last Jedi,"$262,000,000.00","$620,181,382.00","$1,322,581,071.00",2017,Star Wars: Episode VIII - The Last Jedi,0,2017,152,"Action,Adventure,Fantasy",6.9,683344,Rian Johnson,1973
2017-12-13,Bright,"$90,000,000.00",$0.00,$0.00,2017,Bright,0,2017,117,"Action,Fantasy,Thriller",6.3,203877,David Ayer,1968
2018-12-13,Bumblebee,"$102,000,000.00","$127,195,589.00","$464,731,819.00",2018,Bumblebee,0,2018,114,"Action,Adventure,Sci-Fi",6.7,193351,Travis Knight,1973
2018-12-13,Bird Box,"$19,800,000",$0,$0,2018,Bird Box,0,2018,124,"Horror,Mystery,Sci-Fi",6.6,396740,Susanne Bier,1960
2019-12-13,6 Underground,"$150,000,000.00",$0.00,$0.00,2019,6 Underground,0,2019,128,"Action,Thriller",6.1,201262,Michael Bay,1965
2019-12-13,Richard Jewell,"$45,000,000","$22,345,542","$43,092,210",2019,Richard Jewell,0,2019,131,"Biography,Crime,Drama",7.5,100148,Clint Eastwood,1930
2019-12-13,Bombshell,"$32,000,000","$31,762,808","$61,404,394",2019,Bombshell,0,2019,109,"Biography,Drama",6.8,129290,Jay Roach,1957
2019-12-13,Black Christmas,"$5,000,000","$10,429,730","$18,526,087",2019,Black Christmas,0,2019,92,"Horror,Mystery,Thriller",3.5,19492,Sophia Takal,\N
1949-12-14,Sands of Iwo Jima,"$1,000,000","$7,800,000","$7,803,339",1949,Sands of Iwo Jima,0,1949,100,"Action,Drama,Romance",7.0,11631,Allan Dwan,1885
1957-12-14,A Farewell To Arms,"$5,000,000","$11,000,000","$11,018,289",1957,A Farewell to Arms,0,1957,152,"Drama,Romance,War",5.8,2966,Charles Vidor,1900
1957-12-14,A Farewell To Arms,"$5,000,000","$11,000,000","$11,018,289",1957,A Farewell to Arms,0,1957,152,"Drama,Romance,War",5.8,2966,John Huston,1906
1967-12-14,In Cold Blood,"$3,500,000","$13,000,000","$13,007,551",1967,In Cold Blood,0,1967,134,"Biography,Crime,Drama",7.9,29934,Richard Brooks,1912
1979-12-14,1941,"$32,000,000","$34,175,000","$94,875,000",1979,1941,0,1979,118,"Action,Comedy,War",5.8,36828,Steven Spielberg,1946
1984-12-14,The Cotton Club,"$48,000,000","$25,928,721","$25,928,721",1984,The Cotton Club,0,1984,129,"Crime,Drama,Music",6.5,20033,Francis Ford Coppola,1939
1984-12-14,Dune,"$45,000,000","$27,447,471","$27,504,670",1984,Dune,0,1984,137,"Action,Adventure,Sci-Fi",6.3,183405,David Lynch,1946
1984-12-14,A Passage to India,"$27,500,000","$27,187,653","$27,187,896",1984,A Passage to India,0,1984,164,"Adventure,Drama,History",7.3,21497,David Lean,1908
1995-12-14,Othello,"$11,000,000","$2,844,379","$2,844,379",1995,Othello,0,1995,123,"Drama,Romance",6.8,10276,Oliver Parker,1960
2001-12-14,Vanilla Sky,"$70,000,000.00","$100,614,858.00","$202,726,605.00",2001,Vanilla Sky,0,2001,136,"Fantasy,Mystery,Romance",6.9,289782,Cameron Crowe,1957
2001-12-14,The Royal Tenenbaums,"$28,000,000","$52,353,636","$71,430,876",2001,The Royal Tenenbaums,0,2001,110,"Comedy,Drama",7.6,317071,Wes Anderson,1969
2001-12-14,Not Another Teen Movie,"$15,000,000","$37,882,551","$62,401,343",2001,Not Another Teen Movie,0,2001,89,Comedy,5.8,118448,Joel Gallen,\N
2001-12-14,The Other Side of Heaven,"$7,000,000","$4,720,371","$4,720,371",2001,The Other Side of Heaven,0,2001,113,"Adventure,Biography,Drama",6.2,4816,Mitch Davis,\N
2001-12-14,Iris,"$5,500,000","$5,580,479","$5,692,941",2001,Iris,0,2001,91,"Biography,Drama,Romance",7.0,19296,Richard Eyre,1943
2005-12-14,King Kong,"$207,000,000.00","$218,080,025.00","$550,517,357.00",2005,King Kong,0,2005,187,"Action,Adventure,Romance",7.2,453189,Peter Jackson,1961
2005-12-14,Los tres entierros de Melquiades Estrada,"$15,000,000","$5,027,684","$13,454,474",2005,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2007-12-14,I am Legend,"$150,000,000.00","$256,393,010.00","$585,532,684.00",2007,I Am Legend,0,2007,101,"Action,Drama,Horror",7.2,831883,Francis Lawrence,1971
2007-12-14,Alvin and the Chipmunks,"$55,000,000","$217,326,974","$362,605,033",2007,Alvin and the Chipmunks,0,2007,92,"Adventure,Comedy,Family",5.2,97091,Tim Hill,1958
2007-12-14,The Kite Runner,"$20,000,000","$15,800,078","$74,180,745",2007,The Kite Runner,0,2007,128,Drama,7.6,83073,Marc Forster,1969
2007-12-14,Shotgun Stories,"$250,000","$46,026","$284,174",2007,Shotgun Stories,0,2007,92,"Drama,Thriller",7.1,11571,Jeff Nichols,1978
2011-12-14,Mission: Impossible—Ghost Protocol,"$145,000,000.00","$209,397,903.00","$694,713,230.00",2011,Mission: Impossible - Ghost Protocol,0,2011,132,"Action,Adventure,Thriller",7.4,535108,Brad Bird,1957
2011-12-14,Alvin and the Chipmunks: Chipwrecked,"$80,000,000.00","$133,107,389.00","$349,088,523.00",2011,Alvin and the Chipmunks: Chipwrecked,0,2011,87,"Adventure,Comedy,Family",4.4,40719,Mike Mitchell,1970
2016-12-14,Rogue One: A Star Wars Story,"$280,200,000.00","$533,539,991.00","$1,055,083,596.00",2016,Rogue One,0,2016,133,"Action,Adventure,Sci-Fi",7.8,700234,Gareth Edwards,1975
2018-12-14,The Mule,"$50,000,000","$103,804,407","$173,453,994",2018,The Mule,0,2018,116,"Crime,Drama,Thriller",7.0,156322,Clint Eastwood,1930
2018-12-14,If Beale Street Could Talk,"$12,000,000","$14,915,773","$21,398,371",2018,If Beale Street Could Talk,0,2018,119,"Drama,Romance",7.1,53087,Barry Jenkins,1979
2018-12-14,Dragon Ball Super: Broly,"$8,500,000","$30,376,755","$122,740,616",2018,Doragon Bôru Sûpâ Burorî,0,2018,100,"Action,Adventure,Animation",7.7,32905,Tatsuya Nagamine,\N
2018-12-14,That Way Madness Lies,"$650,000","$1,447","$1,447",2018,That Way Madness Lies...,0,2018,101,"Documentary,Drama",7.1,72,Sandra Luckow,\N
2021-12-14,Spider-Man: No Way Home,"$200,000,000.00","$814,811,535.00","$1,921,206,586.00",2021,Spider-Man: No Way Home,0,2021,148,"Action,Adventure,Fantasy",8.2,912069,Jon Watts,1981
2023-12-14,Ferrari,"$95,000,000.00","$18,550,030.00","$40,712,490.00",2023,Ferrari,0,2023,130,"Biography,Drama,History",6.4,57228,Michael Mann,1943
1939-12-15,Gone with the Wind,"$3,900,000","$198,680,470","$390,516,513",1939,Gone with the Wind,0,1939,238,"Drama,Romance,War",8.2,339311,Victor Fleming,1889
1939-12-15,Gone with the Wind,"$3,900,000","$198,680,470","$390,516,513",1939,Gone with the Wind,0,1939,238,"Drama,Romance,War",8.2,339311,George Cukor,1899
1939-12-15,Gone with the Wind,"$3,900,000","$198,680,470","$390,516,513",1939,Gone with the Wind,0,1939,238,"Drama,Romance,War",8.2,339311,Sam Wood,1883
1960-12-15,Exodus,"$4,000,000","$21,750,000","$21,750,000",1960,Exodus,0,1960,208,"Action,Drama,War",6.7,11695,Otto Preminger,1905
1974-12-15,Young Frankenstein,"$2,800,000","$86,300,000","$86,328,827",1974,Young Frankenstein,0,1974,106,Comedy,8.0,172059,Mel Brooks,1926
1978-12-15,Superman,"$55,000,000","$134,218,018","$300,200,000",1978,Superman,0,1978,143,"Action,Adventure,Sci-Fi",7.4,191082,Richard Donner,1930
1989-12-15,We're No Angels,"$20,000,000","$10,555,348","$10,555,348",1989,We're No Angels,0,1989,106,"Comedy,Crime",6.1,25013,Neil Jordan,1950
1993-12-15,Schindler’s List,"$25,000,000","$96,898,818","$322,197,130",1993,Schindler's List,0,1993,195,"Biography,Drama,History",9.0,1482912,Steven Spielberg,1946
1995-12-15,Jumanji,"$65,000,000","$100,458,310","$262,758,310",1995,Jumanji,0,1995,104,"Adventure,Comedy,Family",7.1,386074,Joe Johnston,1950
1995-12-15,Sabrina,"$58,000,000","$53,458,319","$87,100,000",1995,Sabrina,0,1995,127,"Comedy,Drama,Romance",6.3,45185,Sydney Pollack,1934
2000-12-15,The Emperor's New Groove,"$100,000,000.00","$89,630,573.00","$169,630,573.00",2000,The Emperor's New Groove,0,2000,78,"Adventure,Animation,Comedy",7.4,231268,Mark Dindal,1960
2000-12-15,What Women Want,"$65,000,000","$182,805,123","$374,105,123",2000,What Women Want,0,2000,127,"Comedy,Fantasy,Romance",6.5,226407,Nancy Meyers,1949
2000-12-15,Chocolat,"$25,000,000","$71,309,760","$152,500,343",2000,Chocolat,0,2000,121,"Drama,Romance",7.2,204342,Lasse Hallström,1946
2000-12-15,"Dude, Where's My Car?","$13,000,000","$46,729,374","$73,180,297",2000,"Dude, Where's My Car?",0,2000,83,"Comedy,Mystery,Sci-Fi",5.5,147551,Danny Leiner,1961
2000-12-15,Pollock,"$6,000,000","$8,596,914","$10,557,291",2000,Pollock,0,2000,122,"Biography,Drama",7.0,29942,Ed Harris,1950
2004-12-15,Million Dollar Baby,"$30,000,000","$100,492,203","$231,928,227",2004,Million Dollar Baby,0,2004,132,"Drama,Sport",8.1,732169,Clint Eastwood,1930
2006-12-15,Eragon,"$100,000,000.00","$75,030,163.00","$249,488,115.00",2006,Eragon,0,2006,104,"Action,Adventure,Family",5.1,131501,Stefen Fangmeier,1960
2006-12-15,Charlotte\'s Web,"$82,500,000.00","$82,985,708.00","$143,985,708.00",2006,Charlotte's Web,0,2006,97,"Adventure,Comedy,Family",6.3,47337,Gary Winick,1961
2006-12-15,Dreamgirls,"$75,000,000.00","$103,365,956.00","$155,620,350.00",2006,Dreamgirls,0,2006,130,"Drama,Music,Musical",6.6,78124,Bill Condon,1955
2006-12-15,The Pursuit of Happyness,"$55,000,000","$162,586,036","$307,311,093",2006,The Pursuit of Happyness,0,2006,117,"Biography,Drama",8.0,574820,Gabriele Muccino,1967
2006-12-15,The Good German,"$32,000,000","$1,308,696","$6,678,033",2006,The Good German,0,2006,105,"Drama,Mystery,Romance",6.0,26258,Steven Soderbergh,1963
2006-12-15,Indigènes,"$18,900,000","$320,700","$26,063,572",2006,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2016-12-15,The Great Wall,"$150,000,000.00","$45,157,105.00","$334,486,852.00",2016,The Great Wall,0,2016,103,"Action,Adventure,Fantasy",5.9,150613,Yimou Zhang,1951
2016-12-15,The Great Wall,"$150,000,000.00","$45,157,105.00","$334,486,852.00",2016,The Great Wall,0,2016,72,Documentary,6.8,65,Tadhg O'Sullivan,\N
2023-12-15,American Fiction,"$10,000,000","$21,098,470","$23,026,243",2023,American Fiction,0,2023,117,"Comedy,Drama",7.5,100139,Cord Jefferson,1982
1962-12-16,Lawrence of Arabia,"$15,000,000","$37,495,385","$69,995,047",1962,Lawrence of Arabia,0,1962,227,"Adventure,Biography,Drama",8.3,321172,David Lean,1908
1969-12-16,"Hello, Dolly","$24,000,000","$33,208,099","$33,208,213",1969,"Hello, Dolly!",0,1969,146,"Adventure,Comedy,Musical",7.0,17296,Gene Kelly,1912
1973-12-16,Papillon,"$13,500,000","$53,267,000","$53,292,989",1973,Papillon,0,1973,151,"Biography,Crime,Drama",8.0,140259,Franklin J. Schaffner,1920
1988-12-16,Rain Man,"$25,000,000","$172,825,435","$412,800,000",1988,Rain Man,0,1988,133,Drama,8.0,554834,Barry Levinson,1942
1994-12-16,Dumb & Dumber,"$16,000,000","$127,175,374","$246,400,000",1994,Dumb and Dumber,0,1994,107,Comedy,7.3,420331,Peter Farrelly,1956
1994-12-16,Dumb & Dumber,"$16,000,000","$127,175,374","$246,400,000",1994,Dumb and Dumber,0,1994,107,Comedy,7.3,420331,Bobby Farrelly,1958
2005-12-16,The Producers: The Movie Musical,"$45,000,000","$19,398,532","$32,952,995",2005,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2005-12-16,The Family Stone,"$18,000,000","$60,062,868","$92,357,499",2005,The Family Stone,0,2005,103,"Comedy,Drama,Romance",6.3,75980,Thomas Bezucha,\N
2009-12-16,Crazy Heart,"$8,500,000","$39,471,742","$47,417,251",2009,Crazy Heart,0,2009,112,"Drama,Music,Romance",7.2,95593,Scott Cooper,1970
2010-12-16,Tron: Legacy,"$200,000,000.00","$172,062,763.00","$399,866,199.00",2010,Tron: Legacy,0,2010,125,"Action,Adventure,Sci-Fi",6.8,360457,Joseph Kosinski,1974
2010-12-16,Somewhere,"$7,000,000","$1,785,645","$17,023,121",2010,Somewhere,0,2010,97,"Comedy,Drama,Romance",6.3,47241,Sofia Coppola,1971
2011-12-16,Sherlock Holmes: A Game of Shadows,"$125,000,000.00","$186,848,418.00","$535,663,443.00",2011,Sherlock Holmes: A Game of Shadows,0,2011,129,"Action,Adventure,Mystery",7.4,486598,Guy Ritchie,1968
