Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,year,name_id_x,matched_name,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,name_id_y
"5,448",1974-02-07,Blazing Saddles,"$2,600,000","$119,500,000","$119,500,603",1974,Blazing Saddles1974,Blazing Saddles1974,tt0071230,movie,Blazing Saddles,Blazing Saddles,0,1974,\N,93,"Comedy,Western",7.7,155771,nm0000316,"nm0000316,nm0825799,nm0000921,nm0001640,nm0880078",Mel Brooks,1926,\N,"actor,writer,producer","tt0094012,tt0395251,tt0082517,tt0071230",Blazing Saddles1974
"4,054",1986-02-07,F/X,"$10,000,000","$20,603,715","$20,603,715",1986,F/X1986,F/X1986,tt0089118,movie,F/X,F/X,0,1986,\N,109,"Action,Thriller",6.7,23027,nm0541677,"nm0576312,nm0281411",Robert Mandel,1945,\N,"director,producer","tt0092655,tt0105327,tt0202179,tt0117774",F/X1986
"1,670",1992-02-07,Medicine Man,"$40,000,000","$44,948,240","$44,948,240",1992,Medicine Man1992,Medicine Man1992,tt0104839,movie,Medicine Man,Medicine Man,0,1992,\N,106,"Adventure,Drama,Romance",6.0,25119,nm0001532,"nm0776114,nm0548736",John McTiernan,1951,\N,"director,producer,writer","tt0095016,tt0246894,tt0107362,tt0093773",Medicine Man1992
393,1997-02-07,Dante’s Peak,"$115,000,000.00","$67,163,857.00","$178,200,000.00",1997,Dante’s Peak1997,Dante's Peak1997,tt0118928,movie,Dante's Peak,Dante's Peak,0,1997,\N,108,"Action,Adventure,Thriller",6.0,101421,nm0002044,nm0092018,Roger Donaldson,1945,\N,"director,producer,writer","tt0412080,tt0093640,tt0114508,tt0086993",Dante's Peak1997
"1,282",2003-02-07,How to Lose a Guy in 10 Days,"$50,000,000","$105,807,520","$178,503,788",2003,How to Lose a Guy in 10 Days2003,How to Lose a Guy in 10 Days2003,tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,0,2003,\N,116,"Comedy,Romance",6.5,281566,nm0677953,"nm0018630,nm0519009,nm0118649,nm0716391,nm0824882",Donald Petrie,\N,\N,"director,actor,producer","tt0251127,tt0212346,tt0107050,tt0095690",How to Lose a Guy in 10 Days2003
"1,310",2003-02-07,Shanghai Knights,"$50,000,000","$60,470,220","$88,316,835",2003,Shanghai Knights2003,Shanghai Knights2003,tt0300471,movie,Shanghai Knights,Shanghai Knights,0,2003,\N,114,"Action,Adventure,Comedy",6.2,113867,nm0229694,"nm0332184,nm0587692",David Dobkin,1969,\N,"producer,director,miscellaneous","tt1872194,tt0790736,tt8580274,tt1972591",Shanghai Knights2003
"5,712",2003-02-07,May,"$1,750,000","$145,540","$634,803",2003,May2003,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,880",2013-02-07,Identity Thief,"$35,000,000","$134,506,920","$175,361,578",2013,Identity Thief2013,Identity Thief2013,tt2024432,movie,Identity Thief,Identity Thief,0,2013,\N,111,"Comedy,Crime,Drama",5.7,142582,nm1164861,"nm0563301,nm1087085",Seth Gordon,\N,\N,"producer,director,miscellaneous","tt13320622,tt2120120,tt0384286,tt1152822",Identity Thief2013
868,2014-02-07,The Monuments Men,"$70,000,000.00","$78,031,620.00","$158,702,748.00",2014,The Monuments Men2014,The Monuments Men2014,tt2177771,movie,The Monuments Men,The Monuments Men,0,2014,\N,118,"Comedy,Drama,War",6.1,143917,nm0000123,"nm0000123,nm0381416,nm2603459,nm4007817",George Clooney,1961,\N,"actor,producer,director","tt0465538,tt1193138,tt1124035,tt2177771",The Monuments Men2014
"4,215",2014-02-07,Nurse 3D,"$10,000,000",$0,"$379,584",2014,Nurse 3D2014,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,012",2016-02-07,Mei Ren Yu,"$60,720,000","$3,229,457","$525,018,479",2016,Mei Ren Yu2016,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,178",2018-02-07,Fifty Shades Freed,"$55,000,000","$100,407,760","$371,985,018",2018,Fifty Shades Freed2018,Fifty Shades Freed2018,tt4477536,movie,Fifty Shades Freed,Fifty Shades Freed,0,2018,\N,105,"Drama,Mystery,Romance",4.5,76527,nm0001226,"nm0502727,nm1093317",James Foley,\N,\N,"director,writer,producer","tt0090670,tt0098994,tt0104348,tt1856010",Fifty Shades Freed2018
"1,095",2019-02-07,Cold Pursuit,"$60,000,000","$32,138,862","$62,599,159",2019,Cold Pursuit2019,Cold Pursuit2019,tt5719748,movie,Cold Pursuit,Cold Pursuit,0,2019,\N,119,"Action,Comedy,Crime",6.2,79605,nm0596407,"nm2737558,nm0007344",Hans Petter Moland,1955,\N,"director,writer,actor","tt2675914,tt0168446,tt7319496,tt5719748",Cold Pursuit2019
"1,782",2020-02-07,Timmy Failure: Mistakes Were Made,"$40,000,000",$0,$0,2020,Timmy Failure: Mistakes Were Made2020,Timmy Failure: Mistakes Were Made2020,tt6820324,movie,Timmy Failure: Mistakes Were Made,Timmy Failure: Mistakes Were Made,0,2020,\N,99,"Adventure,Comedy,Drama",6.0,3421,nm0565336,"nm0565336,nm2927470",Tom McCarthy,1966,\N,"producer,actor,writer","tt1606392,tt0340377,tt0857191,tt1895587",Timmy Failure: Mistakes Were Made2020
"6,422",1915-02-08,The Birth of a Nation,"$110,000","$10,000,000","$11,000,000",1915,The Birth of a Nation1915,The Birth of a Nation1915,tt0004972,movie,The Birth of a Nation,The Birth of a Nation,0,1915,\N,195,"Drama,War",6.1,26798,nm0000428,"nm0228746,nm0000428,nm0940488,nm0934306,nm16280870,nm16280871",D.W. Griffith,1875,1948,"director,writer,producer","tt0004972,tt0006864,tt0010484,tt0009968",The Birth of a Nation1915
"4,758",1968-02-08,Planet of the Apes,"$5,800,000","$32,589,624","$32,593,134",1968,Planet of the Apes1968,Planet of the Apes1968,tt0063442,movie,Planet of the Apes,Planet of the Apes,0,1968,\N,112,"Adventure,Sci-Fi",8.0,201462,nm0769874,"nm0933858,nm0785245,nm0099541,nm0445934",Franklin J. Schaffner,1920,1989,"director,producer,actor","tt0066206,tt0063442,tt0077269,tt0047731",Planet of the Apes1968
"5,676",1976-02-08,Taxi Driver,"$1,900,000","$28,262,574","$28,448,654",1976,Taxi Driver1976,Taxi Driver1976,tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama",8.2,947596,nm0000217,nm0001707,Martin Scorsese,1942,\N,"producer,director,actor","tt5537002,tt0075314,tt0070379,tt0099685",Taxi Driver1976
"3,776",1985-02-08,Witness,"$12,000,000","$65,532,576","$65,532,576",1985,Witness1985,Witness1985,tt0090329,movie,Witness,Witness,0,1985,\N,112,"Drama,Romance,Thriller",7.4,106945,nm0001837,"nm0446015,nm0908807,nm0908620",Peter Weir,1944,\N,"director,writer,producer","tt0311113,tt1023114,tt0090329,tt0097165",Witness1985
646,2002-02-08,Collateral Damage,"$85,000,000.00","$40,048,332.00","$78,353,508.00",2002,Collateral Damage2002,Collateral Damage2002,tt0233469,movie,Collateral Damage,Collateral Damage,0,2002,\N,108,"Action,Drama,Thriller",5.5,78642,nm0001112,"nm0740462,nm0341656,nm0341735",Andrew Davis,1946,\N,"director,cinematographer,writer","tt0106977,tt0311289,tt0105690,tt0406816",Collateral Damage2002
896,2002-02-08,Rollerball,"$70,000,000.00","$18,990,542.00","$25,852,508.00",2002,Rollerball2002,Rollerball2002,tt0246894,movie,Rollerball,Rollerball,0,2002,\N,98,"Action,Sci-Fi,Sport",3.1,29997,nm0001532,"nm0365938,nm0272511,nm0688282",John McTiernan,1951,\N,"director,producer,writer","tt0095016,tt0246894,tt0107362,tt0093773",Rollerball2002
"3,414",2002-02-08,Big Fat Liar,"$15,000,000","$47,811,275","$52,461,017",2002,Big Fat Liar2002,Big Fat Liar2002,tt0265298,movie,Big Fat Liar,Big Fat Liar,0,2002,\N,88,"Adventure,Comedy,Family",5.5,40554,nm0506613,"nm0773759,nm0005367",Shawn Levy,1968,\N,"producer,director,actor","tt6264654,tt2543164,tt2463208,tt6263850",Big Fat Liar2002
831,2008-02-08,Fool’s Gold,"$72,500,000.00","$70,231,041.00","$109,362,966.00",2008,Fool’s Gold2008,Fool's Gold2008,tt0770752,movie,Fool's Gold,Fool's Gold,0,2008,\N,112,"Action,Adventure,Comedy",5.7,85852,nm0855035,"nm0163177,nm0954664,nm0855035",Andy Tennant,1955,\N,"producer,director,writer","tt0770752,tt0386588,tt0256415,tt0120631",Fool's Gold2008
"2,375",2008-02-08,Welcome Home Roscoe Jenkins,"$27,500,000","$42,436,517","$43,607,627",2008,Welcome Home Roscoe Jenkins2008,"Welcome Home, Roscoe Jenkins2008",tt0494652,movie,"Welcome Home, Roscoe Jenkins",Welcome Home Roscoe Jenkins,0,2008,\N,114,"Comedy,Romance",5.5,16012,nm0002700,nm0002700,Malcolm D. Lee,1970,\N,"director,writer,producer","tt14022728,tt3564472,tt0168501,tt2083355","Welcome Home, Roscoe Jenkins2008"
"3,512",2008-02-08,In Bruges,"$15,000,000","$7,800,825","$34,527,095",2008,In Bruges2008,In Bruges2008,tt0780536,movie,In Bruges,In Bruges,0,2008,\N,107,"Comedy,Crime,Drama",7.9,469753,nm1732981,nm1732981,Martin McDonagh,1970,\N,"writer,director,producer","tt0780536,tt1931533,tt5027774,tt11813216",In Bruges2008
"6,087",2008-02-08,Bikur Ha-Tizmoret,"$750,000","$3,053,823","$15,161,647",2008,Bikur Ha-Tizmoret2008,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
627,2012-02-08,Safe House,"$85,000,000.00","$126,181,630.00","$207,884,401.00",2012,Safe House2012,Safe House2012,tt1599348,movie,Safe House,Safe House,0,2012,\N,115,"Action,Thriller",6.7,240475,nm1174251,nm1638756,Daniel Espinosa,1977,\N,"director,producer,writer","tt5108870,tt1291652,tt5442430,tt1599348",Safe House2012
"4,097",2012-02-08,Movie 43,"$10,000,000","$8,840,453","$31,164,747",2012,Movie 432012,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,196",2013-02-08,Side Effects,"$30,000,000","$32,172,757","$66,742,138",2013,Side Effects2013,Side Effects2013,tt2053463,movie,Side Effects,Side Effects,0,2013,\N,106,"Crime,Drama,Mystery",7.1,199013,nm0001752,nm1994243,Steven Soderbergh,1963,\N,"producer,director,cinematographer","tt0098724,tt0181865,tt1291580,tt0195685",Side Effects2013
"5,657",2013-02-08,Small Apartments,"$2,000,000",$0,$0,2013,Small Apartments2013,Small Apartments2012,tt1272886,movie,Small Apartments,Small Apartments,0,2012,\N,96,"Comedy,Crime,Drama",6.1,8454,nm0959774,nm2411346,Jonas Åkerlund,1965,\N,"director,editor,writer","tt4669296,tt4139588,tt0348255,tt0283003",Small Apartments2012
"5,684",2013-02-08,ABCD (Any Body Can Dance),"$1,900,000","$222,098","$10,137,234",2013,ABCD (Any Body Can Dance)2013,ABCD (Any Body Can Dance)2013,tt2321163,movie,ABCD (Any Body Can Dance),ABCD (Any Body Can Dance),0,2013,\N,160,"Drama,Music",6.3,7598,nm1150656,"nm3811969,nm1150656,nm1571874,nm1190754,nm5501766",Remo D'Souza,1972,\N,"miscellaneous,director,actor","tt3735246,tt1305797,tt7431594,tt3863552",ABCD (Any Body Can Dance)2013
"1,843",2016-02-08,How to be Single,"$37,000,000","$46,843,513","$100,003,780",2016,How to be Single2016,How to Be Single2016,tt1292566,movie,How to Be Single,How to Be Single,0,2016,\N,110,"Comedy,Drama,Romance",6.1,95709,nm0228542,"nm0463359,nm0799050,nm1401416,nm0875710",Christian Ditter,\N,\N,"director,writer,producer","tt1292566,tt9849210,tt1638002,tt29011445",How to Be Single2016
"1,171",2017-02-08,Fifty Shades Darker,"$55,000,000","$114,434,010","$381,367,046",2017,Fifty Shades Darker2017,Fifty Shades Darker2017,tt4465564,movie,Fifty Shades Darker,Fifty Shades Darker,0,2017,\N,118,"Drama,Mystery,Romance",4.6,114267,nm0001226,"nm0502727,nm1093317",James Foley,\N,\N,"director,writer,producer","tt0090670,tt0098994,tt0104348,tt1856010",Fifty Shades Darker2017
"1,281",2018-02-08,Peter Rabbit,"$50,000,000","$115,234,093","$358,117,307",2018,Peter Rabbit2018,Peter Rabbit2018,tt5117670,movie,Peter Rabbit,Peter Rabbit,0,2018,\N,95,"Adventure,Animation,Comedy",6.6,49130,nm0323239,"nm1464577,nm0323239,nm0693229",Will Gluck,1978,\N,"director,writer,producer","tt26047818,tt5117670,tt1632708,tt1282140",Peter Rabbit2018
"2,854",2019-02-08,What Men Want,"$20,000,000","$54,611,903","$69,911,903",2019,What Men Want2019,What Men Want2019,tt7634968,movie,What Men Want,What Men Want,0,2019,\N,117,"Comedy,Fantasy,Romance",5.4,32620,nm0788202,"nm1202276,nm0404752,nm0339733,nm1944708,nm0326092,nm0951135,nm0236884",Adam Shankman,1964,\N,"producer,miscellaneous,director","tt0427327,tt0281358,tt1596342,tt1541775",What Men Want2019
"4,681",2019-02-08,The Prodigy,"$6,000,000","$14,856,291","$22,413,145",2019,The Prodigy2019,The Prodigy2019,tt4504044,movie,The Prodigy,The Prodigy,0,2019,\N,92,"Fantasy,Horror,Mystery",5.9,29343,nm1130275,nm1161528,Nicholas McCarthy,\N,\N,"writer,director,miscellaneous","tt2040560,tt2597242,tt4504044,tt4419364",The Prodigy2019
"5,669",2019-02-08,High Flying Bird,"$2,000,000",$0,$0,2019,High Flying Bird2019,High Flying Bird2019,tt8128188,movie,High Flying Bird,High Flying Bird,0,2019,\N,90,"Drama,Sport",6.2,9333,nm0001752,nm4144120,Steven Soderbergh,1963,\N,"producer,director,cinematographer","tt0098724,tt0181865,tt1291580,tt0195685",High Flying Bird2019
"6,359",1933-02-09,She Done Him Wrong,"$200,000","$2,200,000","$2,200,000",1933,She Done Him Wrong1933,She Done Him Wrong1933,tt0024548,movie,She Done Him Wrong,She Done Him Wrong,0,1933,\N,66,"Comedy,Drama,History",6.3,7182,nm0792514,"nm0922213,nm0857710,nm0109148",Lowell Sherman,1888,1934,"actor,director,producer","tt0021632,tt0022326,tt0023686,tt0019067",She Done Him Wrong1933
"5,526",1940-02-09,Pinocchio,"$2,289,247","$84,300,000","$84,300,000",1940,Pinocchio1940,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"6,121",1940-02-09,My Little Chickadee,"$625,000",$0,$0,1940,My Little Chickadee1940,My Little Chickadee1940,tt0032828,movie,My Little Chickadee,My Little Chickadee,0,1940,\N,83,"Comedy,Western",6.8,3104,nm0166836,"nm0922213,nm0001211",Edward F. Cline,1891,1961,"director,actor,writer","tt0011984,tt0012255,tt0011071,tt0039513",My Little Chickadee1940
955,1996-02-09,Broken Arrow,"$65,000,000","$70,645,997","$148,345,997",1996,Broken Arrow1996,Broken Arrow1996,tt0115759,movie,Broken Arrow,Broken Arrow,0,1996,\N,108,"Action,Adventure,Thriller",6.1,106648,nm0000247,nm0003662,John Woo,1946,\N,"director,producer,writer","tt0092263,tt0425637,tt0104684,tt0097202",Broken Arrow1996
608,2001-02-09,Hannibal,"$87,000,000.00","$165,092,266.00","$350,100,280.00",2001,Hannibal2001,Hannibal2001,tt0212985,movie,Hannibal,Hannibal,0,2001,\N,131,"Crime,Drama,Thriller",6.8,298935,nm0000631,"nm0365383,nm0000519,nm0001873",Ridley Scott,1937,\N,"producer,director,production_designer","tt3659388,tt0083658,tt0103074,tt2193215",Hannibal2001
"2,755",2001-02-09,Saving Silverman,"$22,000,000","$19,351,569","$25,873,142",2001,Saving Silverman2001,Saving Silverman2001,tt0239948,movie,Saving Silverman,Saving Silverman,0,2001,\N,90,"Comedy,Crime,Romance",5.9,43281,nm0240797,"nm0625026,nm0220045",Dennis Dugan,1946,\N,"actor,director,writer","tt0116483,tt0960144,tt0142342,tt0077070",Saving Silverman2001
"1,358",2007-02-09,Hannibal Rising,"$50,000,000","$27,669,725","$80,583,311",2007,Hannibal Rising2007,Hannibal Rising2007,tt0367959,movie,Hannibal Rising,Hannibal Rising,0,2007,\N,121,"Adventure,Crime,Drama",6.1,117508,nm0916424,nm0365383,Peter Webber,1960,\N,"director,producer,editor","tt0335119,tt0367959,tt7621830,tt33363428",Hannibal Rising2007
"5,531",2007-02-09,The Last Sin Eater,"$2,200,000","$388,390","$388,390",2007,The Last Sin Eater2007,The Last Sin Eater2007,tt0810928,movie,The Last Sin Eater,The Last Sin Eater,0,2007,\N,117,Drama,5.7,2024,nm0484901,"nm0083349,nm0484901,nm2279578",Michael Landon Jr.,\N,\N,"producer,writer,director","tt2874692,tt1887777,tt0345591,tt2362991",The Last Sin Eater2007
"5,561",2007-02-09,Das Leben der Anderen,"$2,000,000","$11,284,657","$81,197,047",2007,Das Leben der Anderen2007,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,748",2010-02-09,Icarus,"$6,000,000",$0,$0,2010,Icarus2010,Icarus2010,tt1261862,movie,Icarus,Icarus,0,2010,\N,88,"Action,Thriller",5.1,4396,nm0000185,nm0408885,Dolph Lundgren,1957,\N,"actor,producer,director","tt0089927,tt0098141,tt0113481,tt0105698",Icarus2010
"2,103",2012-02-09,The Vow,"$30,000,000","$125,014,030","$197,618,160",2012,The Vow2012,The Vow2012,tt1606389,movie,The Vow,The Vow,0,2012,\N,104,"Drama,Romance",6.8,207389,nm1302591,"nm0463359,nm0799050,nm0441300,nm1213974",Michael Sucsy,1973,\N,"director,writer,producer","tt0758751,tt1606389,tt7026672,tt1837492",The Vow2012
"3,759",2012-02-09,A Little Bit of Heaven,"$12,500,000","$10,011","$1,100,287",2012,A Little Bit of Heaven2012,A Little Bit of Heaven2011,tt1440161,movie,A Little Bit of Heaven,A Little Bit of Heaven,0,2011,\N,106,"Comedy,Drama,Fantasy",6.2,29933,nm0975026,nm0920227,Nicole Kassell,\N,\N,"director,producer,writer","tt0361127,tt7049682,tt1440161,tt1637727",A Little Bit of Heaven2011
"1,135",2016-02-09,Deadpool,"$58,000,000","$363,070,709","$781,947,691",2016,Deadpool2016,Deadpool2016,tt1431045,movie,Deadpool,Deadpool,0,2016,\N,108,"Action,Comedy",8.0,1174554,nm1783265,"nm1014201,nm1116660",Tim Miller,1964,\N,"producer,writer,director","tt9561862,tt6450804,tt1431045,tt4978420",Deadpool2016
"1,614",2017-02-09,John Wick: Chapter Two,"$40,000,000","$92,029,184","$171,539,887",2017,John Wick: Chapter Two2017,John Wick: Chapter 22017,tt4425200,movie,John Wick: Chapter 2,John Wick: Chapter 2,0,2017,\N,122,"Action,Crime,Thriller",7.4,525300,nm0821432,nm4401003,Chad Stahelski,1968,\N,"stunts,producer,actor","tt10366206,tt10838180,tt2911666,tt0234215",John Wick: Chapter 22017
"2,186",2018-02-09,The 15:17 to Paris,"$30,000,000","$36,276,286","$56,096,200",2018,The 15:17 to Paris2018,The 15:17 to Paris2018,tt6802308,movie,The 15:17 to Paris,The 15:17 to Paris,0,2018,\N,94,"Biography,Drama,Thriller",5.3,35926,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",Clint Eastwood,1930,\N,"actor,producer,director","tt0405159,tt1205489,tt0186566,tt0105695",The 15:17 to Paris2018
594,2022-02-09,Death on the Nile,"$90,000,000.00","$45,630,104.00","$130,298,184.00",2022,Death on the Nile2022,Death on the Nile2022,tt7657566,movie,Death on the Nile,Death on the Nile,0,2022,\N,127,"Crime,Drama,Mystery",6.3,194956,nm0000110,"nm0338169,nm0002005",Kenneth Branagh,1960,\N,"actor,producer,director","tt0097499,tt0116477,tt0107616,tt3402236",Death on the Nile2022
"2,698",2022-02-09,Marry Me,"$23,000,000","$22,438,180","$48,774,993",2022,Marry Me2022,Marry Me2022,tt10223460,movie,Marry Me,Marry Me,0,2022,\N,112,"Comedy,Music,Romance",6.1,45102,nm0192478,"nm0736966,nm1127337,nm3072210,nm2972397",Kat Coiro,1979,\N,"director,producer,writer","tt26591147,tt10223460,tt11650492,tt10857160",Marry Me2022
"4,887",1959-01-01,Solomon and Sheba,"$5,000,000","$11,000,000","$11,016,094",1959,Solomon and Sheba1959,Solomon and Sheba1959,tt0053290,movie,Solomon and Sheba,Solomon and Sheba,0,1959,\N,141,"Drama,History,Romance",6.1,3878,nm0896542,"nm0928108,nm0892044,nm0240151,nm0115482",King Vidor,1894,1982,"director,writer,producer","tt0049934,tt0019959,tt0019379,tt0015624",Solomon and Sheba1959
"3,104",1964-01-01,The Fall of the Roman Empire,"$19,000,000","$4,750,000","$4,750,000",1964,The Fall of the Roman Empire1964,The Fall of the Roman Empire1964,tt0058085,movie,The Fall of the Roman Empire,The Fall of the Roman Empire,0,1964,\N,188,"Drama,History,War",6.7,10399,nm0542649,"nm0059553,nm0289974,nm0948634,nm6242804",Anthony Mann,1906,1967,"director,writer,assistant_director","tt0050699,tt0054847,tt0047030,tt0051666",The Fall of the Roman Empire1964
"4,363",1965-01-01,The Sound of Music,"$8,200,000","$163,214,286","$286,213,233",1965,The Sound of Music1965,The Sound of Music1965,tt0059742,movie,The Sound of Music,The Sound of Music,0,1965,\N,172,"Biography,Drama,Family",8.1,267068,nm0936404,"nm0403346,nm0512231,nm0189496,nm0499626,nm0903125",Robert Wise,1914,2005,"director,producer,editor","tt0055614,tt0059742,tt0066769,tt0057129",The Sound of Music1965
"2,637",1970-01-01,Waterloo,"$25,000,000",$0,$0,1970,Waterloo1970,Waterloo1970,tt0066549,movie,Waterloo,Waterloo,0,1970,\N,123,"Action,Biography,Drama",7.3,13072,nm0094083,"nm0185867,nm0094083,nm0094558,nm0812827",Sergey Bondarchuk,1920,1994,"actor,writer,director","tt0063794,tt0059884,tt0053317,tt0092688",Waterloo1970
"3,780",1970-01-01,Patton,"$12,000,000","$62,500,000","$62,500,000",1970,Patton1970,Patton1970,tt0066206,movie,Patton,Patton,0,1970,\N,172,"Biography,Drama,War",7.9,109492,nm0769874,"nm0000338,nm0636002,nm0267018,nm0103357",Franklin J. Schaffner,1920,1989,"director,producer,actor","tt0066206,tt0063442,tt0077269,tt0047731",Patton1970
"5,205",1970-01-01,M*A*S*H,"$3,500,000","$81,600,000","$81,600,193",1970,M*A*S*H1970,M*A*S*H1970,tt0066026,movie,M*A*S*H,MASH,0,1970,\N,116,"Comedy,Drama,War",7.4,79002,nm0000265,"nm0393645,nm0488057",Robert Altman,1925,2006,"director,producer,writer","tt0280707,tt0073440,tt0108122,tt0105151",M*A*S*H1970
